atrium_ach,infl_rate_m3ph_m2,t_set_heating,window_opening_ach,dist_to_MAP
2.3878503400204,4.7935295682823,23.9630548004686,0.197720694726006,0.0
2.180909603472381,4.7911208613337966,23.94904197010532,0.12817044401364788,1.8906798582911142
2.0718649080517877,4.685653211412491,23.910538108994444,0.1603320431039719,2.281377601282178
2.209928058342018,4.610554155991413,23.932937434796195,0.08671603425818035,2.460079715262235
2.291559306707081,4.694728077470059,23.880441166056574,0.09167955112169271,2.084003262744897
2.263329755648564,4.772795753653855,23.95866239495758,0.19931536960972593,0.796885950495752
2.2993351173371357,4.73972992092558,23.750195750191526,0.18325273621107108,2.5736126975319156
2.379416514149378,4.690276370386347,23.910811234453856,0.18731435000433988,0.5983733745156884
2.0168662840445455,4.784165335560202,23.942080976385775,0.19100604294829154,2.378355496791332
2.367541168331459,4.765776404095021,23.913893233448366,0.17626133345745254,0.6390977140506002
