"PARAMETER","ESTIMATE","LOWER","UPPER"
"t_set_heating",23.9433109164123,22.9718813239144,23.9634978223535
"infl_rate_m3ph_m2",3.2157300750925,3.20987809616863,3.57448773419351
"window_opening_ach",0.0470183313870902,0.00108740309211369,0.148743103878629
"atrium_ach",1.97406094888538,1.60632800123488,2.19697788800748
