"PARAMETER","ESTIMATE","LOWER","UPPER"
"t_set_heating",22.1539049248178,21.7074653750473,23.9633808906695
"infl_rate_m3ph_m2",3.59774705172608,3.30278421307197,4.79728363833296
"window_opening_ach",0.0579303618841421,0.0139756822257095,0.199271318735548
