sample_001,sample_002,sample_003,sample_004,sample_005,sample_006,sample_007,sample_008,sample_009,sample_010,sample_011,sample_012,sample_013,sample_014,sample_015,sample_016,sample_017,sample_018,sample_019,sample_020,sample_021,sample_022,sample_023,sample_024,sample_025,sample_026,sample_027,sample_028,sample_029,sample_030,sample_031,sample_032,sample_033,sample_034,sample_035,sample_036,sample_037,sample_038,sample_039,sample_040,sample_041,sample_042,sample_043,sample_044,sample_045,sample_046,sample_047,sample_048,sample_049,sample_050,sample_051,sample_052,sample_053,sample_054,sample_055,sample_056,sample_057,sample_058,sample_059,sample_060,sample_061,sample_062,sample_063,sample_064,sample_065,sample_066,sample_067,sample_068,sample_069,sample_070,sample_071,sample_072,sample_073,sample_074,sample_075,sample_076,sample_077,sample_078,sample_079,sample_080
0.09391957650810573,0.3362281075904452,0.1237037209459777,0.20874357897085688,0.19451928546045472,0.25487959876381444,0.1834313120945878,0.1641005299950176,0.2433585066307198,0.2712832657649836,0.16513598661930332,0.2048198425675546,0.12228210485974166,0.24226216555206204,0.14157239319746756,0.20045337841248603,0.16984150263862477,0.17913283256017962,0.12750600077301416,0.1655906225804263,0.13437007388269842,0.24643844307736243,0.14545903488437628,0.2696421974410603,0.15264675754889392,0.10637100022262094,0.11017379492881302,0.24050640968913933,0.17690717303726017,0.29734410546911616,0.09057085039626929,0.2884926780870811,0.2695269413654463,0.2686108676231074,0.19999955132366357,0.24433142831559299,0.1524183838512493,0.13385361751980268,0.23018480435466354,0.2662827386742481,0.27015958819021507,0.34071372258841254,0.18457049884465979,0.32042325242081854,0.30632123288909946,0.187412518958535,0.1625576126482641,0.1390892995752608,0.18116918727545075,0.1831337799336663,0.12431533172231558,0.212592238952663,0.09117954572426311,0.12697057947697227,0.12084104964970602,0.17762946451336992,0.1808419067231628,0.2008515006868287,0.21726228912182952,0.162734089274989,0.17656879245066912,0.1601103802486842,0.3039433457215295,0.27900239623257567,0.15753898045342046,0.20567556365572875,0.2918840577611307,0.23188354818571438,0.1831661474257079,0.19806744032846033,0.33452018455654725,0.27657547166311625,0.18475056125178677,0.18587613917680665,0.11949690273071457,0.22254860390993209,0.1817974738217819,0.2793426866543582,0.18929337308638955,0.22555851395275162
0.051092694484422746,0.26717785417337137,0.07880202546931725,0.15031253930117472,0.1400665708380246,0.20045860264202564,0.129879448887583,0.11977455899783655,0.1930788093981177,0.206191846639777,0.11743334912015509,0.15352275049961137,0.0788613977440862,0.18689189860181732,0.08944578776077891,0.15049007296630934,0.12246443852296011,0.13340339554500127,0.0799897899358661,0.10831104195765372,0.08423753771565252,0.17564739657099432,0.0918050737865967,0.20430504524279477,0.1026536155715462,0.06329085918983308,0.06672658959987525,0.18841631144911525,0.12216618165886045,0.22774274991152846,0.05098727269521038,0.22388392926412978,0.20030775681773938,0.2131670092233843,0.14661037392255358,0.1942085655632978,0.10060165633103461,0.07982674399889998,0.17040771059363843,0.20810867984329792,0.20698348363146798,0.27328327717512,0.13427659489157334,0.2554929610513061,0.24400385031821162,0.13277414341686705,0.11672733237883266,0.09716528341310361,0.12195322876807901,0.13509320308404402,0.07083963273255958,0.14884448991618993,0.049073648462869844,0.08188470907878632,0.07604569035115115,0.12295084062574844,0.12402106065045948,0.143332189348189,0.1690781470929427,0.11404252477116864,0.12242326997619407,0.11003839337327234,0.23809762189661,0.2143904928028342,0.09526261071754359,0.13978707004669505,0.2298529839907846,0.17636666372739168,0.1336358037610601,0.1444191480740121,0.2661393361681105,0.2136165479370269,0.1280724404201244,0.12992310253785955,0.069213994182912,0.16382633876768019,0.12792300513852856,0.21835787715661728,0.13494128648801237,0.16040880235984314
0.06403783037263082,0.2999356942022369,0.09540059099221644,0.17534536937668643,0.16278220212461925,0.2248644342529387,0.1523728499354208,0.13861707984190405,0.21532711098353235,0.23580782015951754,0.13725172271618702,0.1758136394014133,0.09507315800858754,0.2109876149537926,0.108037671981103,0.1724810270971922,0.14245764608650283,0.15320324523491874,0.09731172334412358,0.13017731572943073,0.10228364079131652,0.20623251450797492,0.11076757888785654,0.23393225718401311,0.12172500232846013,0.07743231340162103,0.08150963590846631,0.21127155720148413,0.14469027881139465,0.26061097098641395,0.06323694898339204,0.25423793678056206,0.23151849990183412,0.23873697547833198,0.16968206737908548,0.2164121373819937,0.1197866951162729,0.09857504397365273,0.19592012778282722,0.23464891585811667,0.23575902414531189,0.30538559199263154,0.15561521004379475,0.28659097094512864,0.27406197551211453,0.15571773948874393,0.1358906931215528,0.11325854598834181,0.1459602826635235,0.15562195882718424,0.08822499475749618,0.17580892055158726,0.06182492612825793,0.09853038089060208,0.09261787222284273,0.14548718681331618,0.14737069944122028,0.16745214647659096,0.19032822431301355,0.1340475306203062,0.14474609190542748,0.13037574470750926,0.26956237689242907,0.24423013810453645,0.1161912960989764,0.16662011853473246,0.2593480157947364,0.20035193861702633,0.15473357307444843,0.16745330102180617,0.2986258274103091,0.2426529133234148,0.1515478099875639,0.15323546533112703,0.08576059858340225,0.18887294286582657,0.15041988391919,0.2467459015886205,0.15768319185954943,0.1878641937124889
0.23099905093038556,0.1899986400983684,0.20518147816397622,0.19311688176538042,0.17328663190693464,0.10458871604326168,0.199321190131644,0.13760295883447185,0.06971023243480798,0.20755814330924496,0.18681458009820642,0.10651059827543508,0.18457666556761063,0.13412881219292366,0.2841709091176755,0.09423771269189045,0.16142836606102634,0.09400400814796338,0.24188060167780703,0.30701778233147825,0.27021627469729814,0.29520888227198416,0.29279166447712807,0.2122593418621066,0.2666279503762634,0.2177209320871754,0.21311775232522034,0.09492839893818636,0.24654533261453995,0.2243839467206412,0.17954878556413253,0.18055654631038792,0.2532440916535867,0.09767608721111166,0.14011545396384575,0.06716134421546835,0.2865686281435542,0.29086472335451335,0.1982354099860739,0.13477238381970197,0.18780667663544925,0.1683670664811673,0.14457251467702453,0.15421000658497483,0.133865904430995,0.19954108062807702,0.16767353087976294,0.15517176076078273,0.2901779318937036,0.11599366051892039,0.2929735358982546,0.256087466516634,0.21970566094173344,0.20515536464076414,0.2060282951850378,0.24254065618575196,0.26062841947304816,0.19883593638985786,0.056190769361549965,0.21226557522695289,0.23910284065652634,0.24317798148103864,0.1771566838631776,0.19262079272441643,0.3351472705503102,0.2993070234320266,0.14630597283931546,0.14405871548869364,0.1381559959825603,0.14851908025017255,0.1836763447520505,0.17712596418732207,0.24198845634926627,0.22614516174017157,0.2785967166944129,0.18894837112584484,0.21191621315175463,0.15063990138096067,0.18925639638285205,0.26175484857710213
0.4364064430424999,0.5258571541283983,0.43516927193659377,0.4672075574832885,0.44857015471741085,0.43902002018549036,0.4595562444788938,0.41314364251269653,0.41302813512982806,0.5072295298169035,0.44443367073979173,0.413981473900291,0.4205268968224184,0.4488197374139544,0.4963697075460329,0.404521799506939,0.43111721615969695,0.39380391319376734,0.4602281420410153,0.5248295556072284,0.48316032676969056,0.5561265790055773,0.5040782947121707,0.5095227625747114,0.4910480481540884,0.43424686480728747,0.4331583790289688,0.4261530583248659,0.48845934220850323,0.5306326739259726,0.39822708105543564,0.4981044639422505,0.537304885965225,0.4415935022672696,0.43197363046809845,0.4120306356903561,0.5044776767314811,0.49594697804757937,0.48126518879985986,0.4601334837701379,0.4940263320160197,0.514278008952576,0.4273975211315599,0.49657730294369146,0.47815307977236365,0.46143169784056676,0.43167316066778594,0.4106115431917305,0.5208961283223833,0.4087889360419825,0.49190804815332934,0.5113414834565796,0.4269848502565173,0.4369470454481552,0.4341717953687905,0.48597977505700124,0.5000667014395935,0.4670232624187982,0.39161600588847284,0.4587837083857159,0.4831292979183645,0.47854366196098924,0.5031338537227562,0.5012651660275743,0.5380053072128402,0.5384896301074197,0.4788392323728123,0.44945022325739975,0.4226168951449507,0.4361790209484929,0.5210798138082962,0.4903789031242609,0.4887057587177129,0.4783365252227538,0.48022198901658353,0.4715149180577296,0.46705801605984665,0.4755817418049057,0.455670946547854,0.5217876721084375
0.224659839687533,0.6073783663454358,0.2809447273953554,0.42381837376337594,0.4120954094560715,0.5376043613707849,0.3827719833511245,0.38357141899340436,0.5404856188930424,0.5080921144568971,0.3605674583895647,0.4616816937589457,0.28746410005791445,0.5041914558039396,0.2758673476841363,0.46208894470936923,0.38031888214825027,0.4304758847783306,0.27214719402576787,0.30575687485171904,0.27091342627679,0.43434963086096223,0.27780336943004946,0.5035291086825459,0.30382849696173053,0.24903174774847953,0.25670745036612724,0.5222007110923852,0.35055987572473357,0.5367665636848156,0.23871954856901553,0.5455504882286787,0.48459331722676807,0.5609639116074098,0.43675706668257824,0.5434517854972133,0.29458928685269437,0.25932398676780866,0.4540086368497338,0.5382087787616954,0.5161613197002104,0.6244094820421697,0.41132562083817037,0.6035785852286493,0.5947318238349314,0.3886211094252769,0.3658873069513145,0.3309961628610074,0.33811922055479454,0.42433448515209155,0.24424435588416615,0.40070328214959083,0.22413649164947466,0.28596484737416805,0.2761839611051278,0.3534582331098619,0.35023523472265333,0.4090604344414861,0.5084994676932645,0.34505568013926285,0.35344324716542946,0.3264805175425704,0.5688741165819717,0.5262270205458583,0.27565893754110465,0.37226142991486594,0.5679565237145962,0.48355124020938345,0.4125233744108389,0.42949253858678904,0.6081374683305878,0.5305471707672526,0.3643565380532984,0.3734066021657641,0.24431635483667263,0.44695281021464783,0.3741275011860637,0.5481019746087678,0.39660391885621377,0.4181448731364665
0.09034943910594007,0.32567638040886965,0.12125278978020561,0.20006348212350256,0.18636675749540066,0.24772538594800708,0.17501747366990086,0.15885674194081464,0.23717025692655144,0.2613362223674568,0.15886493472582947,0.19836778781849945,0.1208693838166651,0.23463393752154205,0.1350405291930271,0.1944336985956759,0.16332325725929467,0.1736347492103735,0.12329711151947939,0.15705173538470135,0.12871544814566466,0.23446081298407473,0.13832968174146554,0.2596005145935742,0.14729329965326365,0.10426841349031199,0.1081339174901876,0.23373143954091405,0.1677424560924938,0.2865253556321173,0.09018267995168334,0.2789476338295848,0.2583916563419826,0.2613791895237501,0.19267486807411965,0.23822490107865257,0.14637779004637935,0.1266094605665791,0.22101069227760742,0.2582274185482882,0.260737497984096,0.33063276786857404,0.1774262697733078,0.31101024406654165,0.29762429871685064,0.1787123952412072,0.1572129644790927,0.13747134742753772,0.17046876109662537,0.1768324725605751,0.11700613431524726,0.20216591431106748,0.08827415404454907,0.12433526177745748,0.11851490281897957,0.16851873038660514,0.17102554421210633,0.19199535362321832,0.2118294269239799,0.15663241873942976,0.16762358526276325,0.1541110516255167,0.2942303611609626,0.26930991256314873,0.14828654153321225,0.19406374189071465,0.28312535331661454,0.22400660993902846,0.17628774483980814,0.1905393448247142,0.3241548640377308,0.2673143938026806,0.17514911460556604,0.1766082596679257,0.11327238504564666,0.21372956703682588,0.17318199644635215,0.27068711926998457,0.1807733620235286,0.21483210020812393
0.08509621956363268,0.3264749166095726,0.11569863894278591,0.2024988930208247,0.18888478566473013,0.25006723155551697,0.17706476897400747,0.15964079661609817,0.24043135259577003,0.2624836129571642,0.15894013991687347,0.20098235922802152,0.11493204061314881,0.23743332063218694,0.1308466036666093,0.19709957122394828,0.16466890618098398,0.17627997391106062,0.11835709152480603,0.15461932799451855,0.12412945533229873,0.23549193549123035,0.13424963065784276,0.2607266525364277,0.1445655965014525,0.09846537790911519,0.10230537595419348,0.23694997669907072,0.16883471123792054,0.2873564134000101,0.08326761995596992,0.28015261058986507,0.2592072725847817,0.26321753432552075,0.19524595622540564,0.24145098068139612,0.14334083442581877,0.12118512548096338,0.2239336379620114,0.25987990161297114,0.2620299170132365,0.33154492501725286,0.18004978948308753,0.3121548032150826,0.29899170796744073,0.18106341348691696,0.1570307425042997,0.13370974716357006,0.17128262735295313,0.17957294049753983,0.11146672631137715,0.2045637266254656,0.08237696850605383,0.11887694776977152,0.11288954017272711,0.16970645769294046,0.17227734708189954,0.19438984028512465,0.21455367930516644,0.15581100320258742,0.168764186206411,0.15249342376813418,0.29534539543883587,0.2705037208421001,0.14369537310666256,0.19605779895868944,0.2845224052681623,0.2270818499927567,0.1788625125613768,0.1931017792074047,0.3250085907842759,0.26862988328819665,0.17688853715516514,0.17858985821448595,0.10800735533737485,0.21651182895021925,0.1749865214206494,0.2721493331910917,0.18327607768619392,0.21739228684960435
0.09472632329953795,0.3471980676551578,0.12550602896055318,0.21705294452088125,0.20251684960435382,0.26581373256097124,0.1913204610580299,0.17240954828421942,0.2538913079625897,0.28228578922211983,0.172913838087653,0.21318805521240003,0.12439521207478525,0.25283931477821747,0.14216483736999525,0.20892917628529148,0.17803015113169385,0.18773840438202344,0.1289198089196668,0.16958952155143037,0.135423768885323,0.2570912715395093,0.1455026608898454,0.2806403378007318,0.15735326625615714,0.10800138682498475,0.11181876365146079,0.2509231672157671,0.18454131418800565,0.30830781501792226,0.09201786155500101,0.29951384345467813,0.2804825508955687,0.2798042067501023,0.2081727579448118,0.25493094210312917,0.15594142959508386,0.13210226367157518,0.24024885740573088,0.27740698096928595,0.2811901956580424,0.35170224475916395,0.1927976365839103,0.33144730119103494,0.31739109725522024,0.19528368130262982,0.17037637378043527,0.14302436206436375,0.1881556433689575,0.19156509570355593,0.12147121378141937,0.2215426365733132,0.0918931159972091,0.12902647591005478,0.12243696079112985,0.18528403211681174,0.18837977957837854,0.20879572848036665,0.2258868228192141,0.16997412934238884,0.18424795877185723,0.16669092080693385,0.31495360845610676,0.2900169122500945,0.15567382430271004,0.21392954888684856,0.30295232144784345,0.24182730947659545,0.19144475404946681,0.20619745447623228,0.3454974277880773,0.2876145461460849,0.19238062003020728,0.19359487665302866,0.11845090926901322,0.23195066005733822,0.18961738047449492,0.29042014784391695,0.1972184179178342,0.23558791820074315
0.1025449524713137,0.3326877134563023,0.1329173543208749,0.2108661592716128,0.19805061355113146,0.25761599638162175,0.18850037711659537,0.17330611983091854,0.24782744785851413,0.26977162191115706,0.1736210101164832,0.2090811437619192,0.13181778776502803,0.2450392231984984,0.151943292616567,0.2051313977965903,0.1777932806062246,0.18596027826873415,0.13640826219268792,0.17518420238067567,0.14400305930829813,0.24387502446871998,0.15598607835812833,0.2680916954892845,0.16277315216600735,0.11561074994264148,0.11942520067018174,0.2444236524954504,0.18262368534501675,0.293572507589019,0.09949319080608802,0.2866415651537927,0.2665867578155572,0.2705868442718951,0.20350995476792627,0.2488412608248836,0.16357847088976468,0.1434443158085265,0.23170690088323237,0.2673701185133867,0.2693638153098378,0.33774851116375054,0.18997720739501603,0.31833994081534384,0.30515179760781835,0.1917450505741454,0.17171111184209753,0.15025863531343103,0.18643949431627624,0.18905980998586042,0.13420819482734697,0.21283018914833307,0.0994878558944914,0.13629377858485436,0.13004698058174202,0.1832628019901248,0.18578659123819996,0.20326220338850656,0.22249364170605754,0.1713393177041078,0.18244198430844763,0.16900817479032226,0.3015380814246639,0.2774321738281877,0.16779579482526186,0.20644520435173344,0.29085104910979187,0.23477768091837292,0.188891567357347,0.20154163986077187,0.3312178792084395,0.2756662823429457,0.1890705314452763,0.1901850561912915,0.12959156362793425,0.22448668920127654,0.18702753269221722,0.27905199737876624,0.1933903675560086,0.22534654080939484
