,t_m_prev,t_out,internal_gains,solar_gains,has_heating_demand,has_cooling_demand,t_air_free,t_air_test,delta_t_air,energy_demand_unrestricted,energy_demand,t_air_final,t_m_final,h_ve_adj,ach_vent,ach_infl,heating_setpoint,cooling_setpoint
2023-01-01 12:00:00,18.23874489369302,3.8,125357.219,12481.985137513131,False,False,15.303140453622163,,,,0.0,15.303140453622163,18.20109225779413,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 13:00:00,18.16343962189524,3.8,139197.21899999998,17688.036149540094,False,False,15.378731454697368,,,,0.0,15.378731454697368,18.146750994196758,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 14:00:00,18.130062366498272,3.3,166877.21899999998,15935.103920796817,False,False,15.51672783428177,,,,0.0,15.51672783428177,18.133237248641286,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 15:00:00,18.136412130784297,2.7,166877.21899999998,5255.743062557697,False,False,15.389612906195124,,,,0.0,15.389612906195124,18.11942240167599,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 16:00:00,18.102432672567687,2.2,125357.219,0.0,True,False,14.788736714113519,17.249624354705386,2.460887640591867,8133.879100255172,8133.879100255172,14.999999999999993,18.03851861820833,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 17:00:00,17.974604563848974,1.9,118437.219,0.0,True,False,14.53494227848224,16.995829919074104,2.4608876405918636,17905.25630420317,17905.25630420317,15.000000000000002,17.909585706886844,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 18:00:00,17.844566849924714,1.9,118437.219,0.0,True,False,14.443158359123853,16.90404599971572,2.460887640591867,21439.042594973274,21439.042594973274,14.999999999999998,17.784022228532997,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 19:00:00,17.723477607141284,1.7,118437.219,0.0,True,False,14.298855574633917,16.75974321522578,2.460887640591862,26994.8655007195,26994.8655007195,14.999999999999998,17.666475720452596,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 20:00:00,17.609473833763907,1.2,118437.219,0.0,True,False,14.071301509492532,16.532189150084395,2.4608876405918636,35755.95830898986,35755.95830898986,14.999999999999998,17.5548354771631,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 21:00:00,17.50019712056229,0.7,118437.219,0.0,True,False,13.847083923414655,16.307971564006518,2.4608876405918636,44388.592842036356,44388.592842036356,14.999999999999998,17.447759649073966,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 22:00:00,17.39532217758564,2.0,118437.219,0.0,True,False,14.155487527388413,16.61637516798028,2.460887640591867,32514.699949196245,32514.699949196245,14.999999999999998,17.350546618634624,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-01 23:00:00,17.30577105968361,2.0,118437.219,0.0,True,False,14.092280075212193,16.553167715804058,2.4608876405918654,34948.25943909642,34948.25943909642,14.999999999999998,17.264076705292386,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-02 00:00:00,17.22238235090116,2.2,118437.219,0.0,True,False,14.092257131029122,16.55314477162099,2.460887640591867,34949.142816491425,34949.142816491425,14.999999999999998,17.1841807786324,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-02 01:00:00,17.145979206363638,-1.2,118437.219,0.0,True,False,13.038136157626232,15.4990237982181,2.460887640591869,75534.01073958873,75534.01073958873,14.999999999999998,17.099805102249086,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-02 02:00:00,17.053630998134537,-1.4,118437.219,0.0,True,False,12.91411952488568,15.375007165477548,2.460887640591869,80308.79350839612,80308.79350839612,14.999999999999996,17.010010729770137,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-02 03:00:00,16.96639046140574,-1.7,118437.219,0.0,True,False,12.764290554737771,15.225178195329637,2.4608876405918654,86077.38090769321,86077.38090769321,15.000000000000004,16.924836483591623,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-02 04:00:00,16.883282505777505,2.0,118437.219,0.0,True,False,13.794076929437532,16.254964570029397,2.4608876405918654,46429.42297808534,46429.42297808534,14.999999999999998,16.85612480586086,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
2023-01-02 05:00:00,16.82896710594421,-1.9,118437.219,0.0,True,False,12.60845873889535,15.069346379487218,2.460887640591867,92077.08475929637,92077.08475929637,14.999999999999998,16.791517874158522,10961.921666666667,1.2943458721527974,0.5478181606198395,15.0,28.0
