sample_id,freq,n,rmse,cvrmse,nmbe,sim_eui,meter_eui,bias_eui
sample_067,daily,365,0.06959857034666954,50.14851033545165,-12.796265914261026,44.19211543370815,50.6564960885305,-6.4643806548223495
sample_045,daily,365,0.07131176269721315,51.3829328799079,-12.943899716579471,44.11753421586697,50.6564960885305,-6.538961872663535
sample_063,daily,365,0.0726408071593116,52.3405617451538,3.7983616278146766,52.5753414447762,50.6564960885305,1.918845356245697
sample_032,daily,365,0.07344906144452044,52.922940782159536,-6.714932194492055,47.264266037407424,50.6564960885305,-3.3922300511230787
sample_002,daily,365,0.0740382802718273,53.34749614736115,-21.03221391138099,40.031503012597824,50.6564960885305,-10.624993075932679
sample_035,daily,365,0.07435837513636691,53.578137100799324,-11.607539843668736,44.7926326366256,50.6564960885305,-5.863863451904905
sample_042,daily,365,0.07493886503842753,53.996402931665,-22.826065729041744,39.12529013257471,50.6564960885305,-11.531205955955791
sample_006,daily,365,0.07530043817411529,54.25693061264669,13.924272529468892,57.69071986717656,50.6564960885305,7.034223778646059
sample_014,daily,365,0.0767394915038514,55.293825198556675,13.735915247155628,57.59556607933414,50.6564960885305,6.939069990803638
sample_012,daily,365,0.07781535427929248,56.06902668969358,13.840202483233554,57.64824960404081,50.6564960885305,6.991753515510304
