,sample_125,sample_073,sample_112,sample_002,sample_151,sample_159,sample_107,sample_030,sample_156,sample_085
2023-02-20,0.2097412688938444,0.20136385521083017,0.1890445835136447,0.18233000739701782,0.21376958056416137,0.1552452051218083,0.21611385163023536,0.16931651159612857,0.1558350951067796,0.19002300306232583
2023-02-21,0.16049104784027873,0.172382627756751,0.1585956378513525,0.15968144124592312,0.1810918529103764,0.13975793996802527,0.18294412579361552,0.14974883790988813,0.14350095227801132,0.17077362712854144
2023-02-22,0.22151640008158346,0.24143348179943963,0.22977164920077647,0.2324772129653253,0.25300305659904154,0.2031593429455552,0.2551696576741416,0.22445180165803733,0.21434210481704552,0.24616987062215853
2023-02-23,0.31163725469001413,0.33933975049908194,0.32845593750942076,0.3337636075937517,0.35278330995473195,0.2979160764547555,0.3551776258118192,0.32719142872921614,0.31646363713471043,0.35167649376077836
2023-02-24,0.24868974701988683,0.26895406210750833,0.2573919790958048,0.26013729874350777,0.28064277941083704,0.23040452274282633,0.2828214038759691,0.25217939170039183,0.24190238943196327,0.2738986095866618
2023-02-25,0.127811519710118,0.1836626569024002,0.16189424045198994,0.18464298082252298,0.17871901562985026,0.189849492118028,0.17889193845244086,0.18148410811655907,0.2006371138946767,0.20711489812064812
2023-02-26,0.20236321881099384,0.24610451684742624,0.22549755278480008,0.24208542902184024,0.24651672987854573,0.23378511517263173,0.24727671500322002,0.23581006750538905,0.24482438092094777,0.259349239005573
2023-02-27,0.38327103684991176,0.40110927966155463,0.39147840924445115,0.39114624162395856,0.421081527989166,0.3383914844034459,0.4243729651142676,0.3821460334313185,0.3599478282355384,0.4084809183568448
2023-02-28,0.29167272427901036,0.31964316513230945,0.30878497293119395,0.3141350382573018,0.33319989526607147,0.2776307159522823,0.33560627251475633,0.3076192395667997,0.2962399585658782,0.33159043461053284
2023-03-01,0.24617228880687322,0.2704431052540152,0.25992389679948824,0.2634444695794762,0.2835334908567373,0.22909834691204173,0.2858649280378041,0.25639884379796013,0.24444776833100024,0.2785332914984231
2023-03-02,0.26845911890378304,0.29165160339767326,0.28083201470774916,0.2841621532954409,0.3043532510404269,0.25106083856703276,0.3066428472734101,0.2768683699466526,0.26524967284628437,0.29884906537099337
2023-03-03,0.28541994135404886,0.31032657859190316,0.2999567296674906,0.3036230044222601,0.32363369369037154,0.2685591618741148,0.32598950066806126,0.2967257227253517,0.28448723500749884,0.3189239451032626
2023-03-04,0.10660680255551344,0.16321115470165556,0.14155938192429657,0.16470379299634028,0.15808398831055787,0.16968703400196375,0.15814663915141577,0.16162535652467921,0.18063494871791178,0.1853479805529888
2023-03-05,0.16947261974274846,0.21166948673355143,0.19065738171489924,0.20674881886353133,0.2117642946763833,0.20007042802842612,0.2125695027107986,0.20025889067991745,0.21002672825216545,0.22558574959411187
2023-03-06,0.35259897281592667,0.3690598118947518,0.3594043355844458,0.3587349118963738,0.38869849048691,0.3070865642741095,0.3919419175705907,0.34955099741028817,0.32771909060766813,0.37553106302730604
2023-03-07,0.3480839443432611,0.3899203410253996,0.38134430623168625,0.39011179951162395,0.4072465763999263,0.3403370011585199,0.41009290699213746,0.38638216466007,0.3701404398626343,0.41204193305356407
2023-03-08,0.36991650111042396,0.4169452715470506,0.40828517278325616,0.41870386093693895,0.4349795814248329,0.3660416769454425,0.43790696773918425,0.4157531168227446,0.3989707540107648,0.44243774314643697
2023-03-09,0.38295560600184225,0.4247443830070951,0.415554324411633,0.42469174869374793,0.44164827229893505,0.3761977202673259,0.44444295087593927,0.42078337940977606,0.4054277328585285,0.44668097624220554
2023-03-10,0.3265722845756239,0.35749482121369563,0.34810614407208046,0.35364152517679787,0.3724195141534493,0.31262034186974746,0.37498328496450467,0.348011932899194,0.3343790753275126,0.3719238695792704
