,sample_125,sample_073,sample_112,sample_002,sample_151,sample_159,sample_107,sample_030,sample_156,sample_085
2023-02-01,0.2351957363935526,0.2559254964948651,0.24445167397401324,0.2472907126616401,0.2677456268871671,0.21708972637426974,0.26993845667145,0.2394151642226974,0.22898947731195973,0.2611855038738855
2023-02-02,0.19686623960364208,0.2098686764010953,0.19633998552303983,0.19763619485724668,0.2189199647835894,0.17653802081814768,0.22080875066566005,0.18793203713136114,0.18124372563289207,0.20903655724594356
2023-02-03,0.2175749290983185,0.23388257843343396,0.22125253492690972,0.22322877560357496,0.24414665510368858,0.19818499097075068,0.24616950097847912,0.2143363001016048,0.20599571510421594,0.23573790974388956
2023-02-04,0.03574289564491235,0.07819029884544658,0.05577015238713816,0.07411948656619452,0.07012069210590262,0.09052540628434214,0.06981106838026861,0.06861074376943473,0.08983796620969964,0.08866883494247967
2023-02-05,0.20922102428990885,0.25448195325206396,0.23386018067098535,0.2507887426864431,0.25548621500075713,0.24099128689270105,0.25639403809245,0.2448311773689962,0.2535274850404902,0.27058776477317564
2023-02-06,0.34997110982943563,0.36261910564167943,0.35166374731413935,0.3502584141817324,0.3807312503240027,0.3035792662340105,0.3838172753916512,0.3400555676148198,0.3203252288394146,0.3658729703076112
2023-02-07,0.22119264310478814,0.23987762522615672,0.22791028977535654,0.23032463947367757,0.25100818934627234,0.20240486233535712,0.25312462305969097,0.2219859499358808,0.21247658157842556,0.2435630445803818
2023-02-08,0.21570302562650379,0.2336493154230583,0.22143048156165412,0.22370874146796532,0.24446506765063764,0.19679940200763135,0.24654737796813112,0.21516706216328724,0.2061010552892253,0.2366944216554225
2023-02-09,0.2536501438033281,0.2744725685350546,0.2630426627475452,0.26592005992961465,0.28635380576786945,0.23555907470646856,0.2885542317093313,0.2580956625000186,0.24757220372202632,0.2798862294184075
2023-02-10,0.24092904369672824,0.2588664629267607,0.24663342733170585,0.24889792430050248,0.2696619878593401,0.22203024962581563,0.2717415348768893,0.2403362496607284,0.23130703452260806,0.26185542105080645
2023-02-11,0.012193003880038297,0.05163369334059318,0.028612941992562566,0.046516129903717424,0.042756507218337673,0.06561475171814798,0.04235901693139665,0.04048394108597984,0.06278713155050777,0.06035284360748333
2023-02-12,0.12212085426244662,0.1529639397557412,0.13081096896024558,0.1440600528170369,0.14971144105874076,0.14855413658583216,0.15009939180663132,0.13589608784782653,0.14949827564871973,0.15873714509419387
2023-02-13,0.36743502591070953,0.38337154659594297,0.37324566975208284,0.3725075963785315,0.40265212773229175,0.3220363846526059,0.4058674861681296,0.36306854144693945,0.34178847156433784,0.389217782984855
2023-02-14,0.253568328888523,0.27545396870872146,0.2643102619036583,0.26733553737745497,0.28769165961399307,0.2360355206992669,0.28992840409787307,0.25971263007680695,0.24936593908652832,0.2819331659844515
2023-02-15,0.22714180153040772,0.2468201185029105,0.2350699922059608,0.23770237332475783,0.25826822341738265,0.20872430845998757,0.2604203387075612,0.22958276958838675,0.21964605636726642,0.25125802114927936
2023-02-16,0.22618109089781022,0.24318193878086994,0.23072566661827926,0.23282958786230182,0.2536791686928117,0.20699709669068214,0.2557271460609987,0.2240853873269622,0.21543820008317524,0.2455401658338382
2023-02-17,0.19372634344430886,0.20793773227699539,0.19477414866395196,0.1963564164237648,0.21748524071971925,0.17371906641474774,0.21943052001309699,0.18700442969282585,0.1796115669392153,0.20824071443399106
2023-02-18,0.07674366694084238,0.12446536976549023,0.10345420760386378,0.12286337742976558,0.118295004333734,0.13303924408657922,0.11819424889191729,0.11861281877582897,0.13727099721373642,0.13912963938314377
2023-02-19,0.14228552256196345,0.17685131875006257,0.15409149484020215,0.1685600071606054,0.17426074195611735,0.1706070310644158,0.1747606266573797,0.16042101104454057,0.17372476203370807,0.18479744945006218
