statistic,cvrmse,nmbe
mean,46.89901334521261,-15.572056446180586
median,46.96619899269932,-15.80041014891249
std,0.63814652245121,1.7987868617578553
min,45.9648220738398,-18.286590531856888
max,47.88141750993123,-12.889194721871288
