"PARAMETER","ESTIMATE","LOWER","UPPER"
"t_set_heating",23.9577344932036,23.188838310556,23.9634192718648
"infl_rate_m3ph_m2",3.24929786281382,3.20989834009492,4.0521743546767
"window_opening_ach",0.0651862139877703,0.00113157700602398,0.172486813360748
"atrium_ach",1.69854999227785,1.6058656649227,2.06373643791592
