atrium_ach,infl_rate_m3ph_m2,t_set_heating,window_opening_ach,dist_to_MAP
1.69854999227785,3.24929786281382,23.9577344932036,0.0651862139877703,0.0
1.6941335107521391,3.2369888226462376,23.954515675954813,0.0668181114716885,0.06775894344595965
1.7075214748866447,3.2585894139745575,23.95099080998036,0.0679425733748151,0.11066219682588566
1.703172712725232,3.243109377759762,23.92057968929104,0.06552466249659225,0.1549438578442575
1.709889325143704,3.274639413226035,23.94930983124215,0.06066563966154325,0.16052737777243611
1.7136731151756577,3.266308919932358,23.92824003179942,0.06180867145482948,0.18584448147172802
1.713421588221511,3.289208288802759,23.95046853665432,0.06458087263705627,0.1990466435072827
1.7103228197050726,3.2228280649029424,23.919257977105705,0.0630109512275403,0.2011224569021582
1.7110208146686279,3.258662619337771,23.91733357003301,0.0674596741981697,0.20208339580037415
1.6858265506357597,3.2395620318573446,23.914733813435657,0.06418072110281894,0.20774106662961064
1.6908505007873804,3.2685414757795077,23.912128602675462,0.06225228896615155,0.21727263837187147
1.6860579981154982,3.2854875153432355,23.958270630081746,0.07298673229424013,0.21871909010299795
1.7079067010146591,3.2966033598322335,23.93510499672556,0.06251965619136368,0.22319483548868238
1.6822968558637916,3.301224057395098,23.938531965695038,0.06700187516555936,0.23016129066368352
1.698320088692682,3.25177094739688,23.94411743792817,0.05390215200302329,0.2554110766143136
1.680415747469284,3.25117853384009,23.901916948674526,0.06464529466888817,0.26457113403521587
1.692827076320084,3.3168284249024484,23.93452279429887,0.06687281974527019,0.2721544186811087
1.6820870020018204,3.2192885547804,23.944622250372763,0.05719974575556231,0.2735298574564815
1.6816076436280278,3.3113012123463506,23.961835947206232,0.06117503095300699,0.2749655532053214
1.690687761956889,3.2168517596183026,23.900708087851882,0.06873826203554396,0.278468539635403
1.6988958373357095,3.2940037788623884,23.93627898136436,0.055210088516980706,0.28929310931228625
1.7207117404128394,3.2371954429049934,23.899082587506943,0.05981610695497775,0.29900436935569846
1.6801267880449586,3.238590354314636,23.9577475161711,0.07855472873676334,0.3026346865366964
1.735128559437861,3.281588776792395,23.95078889218365,0.06565126338111595,0.3141445162833335
1.6866634496137978,3.2827275645560574,23.888800988701483,0.06444307598244184,0.31469755935412796
1.6782625725616782,3.253402497800445,23.88756531605268,0.06695916530099662,0.3192535659817689
1.736827958451687,3.2374259881579412,23.926177614029342,0.05803044255270807,0.31943302890228537
1.6745261213271936,3.314040513953486,23.96052056176231,0.0735040683874733,0.3202681177986911
1.685081569537503,3.278843796693793,23.912285039121983,0.055965936876524326,0.3211911198721069
1.7221971382243495,3.262023263772798,23.89147827492304,0.0646780143826371,0.32330229538109156
1.6873487894906238,3.3360179754885095,23.957446187189053,0.06502400780582959,0.32935756544805794
1.67752289436804,3.2456236888434864,23.900116879704523,0.07518486844100783,0.3356139788606341
1.6547994250730407,3.272084060708689,23.929493729887042,0.06855886182101496,0.3384443227215278
1.6865710553132245,3.289518507306846,23.889047553856585,0.06102485935057592,0.3409430928399512
1.668510526647139,3.278917153071115,23.908722607585887,0.07462087038060623,0.34500774631179615
1.7291201285201452,3.2326945353105225,23.95366022438221,0.051018794770920355,0.34780376402678
1.6629177396265677,3.3202542775528654,23.954336779317508,0.06718724811173274,0.3489246485501984
1.7136802252329733,3.309723373946575,23.949875078256397,0.07429512979681885,0.35046695576983045
1.6594889984304206,3.2963400522981168,23.919808118050817,0.06903453669790995,0.35135329425604367
1.719435971006196,3.2895804569569154,23.898061513872054,0.05768258737738409,0.35656748611267375
1.6878808878573892,3.3349804128991996,23.93542470238105,0.07164948179244815,0.3601802378853771
1.702833377535639,3.2108127748292086,23.916028686820646,0.05213934069209272,0.36204913384231385
1.7065820608457383,3.3064034513272653,23.961243862219867,0.0771795846641665,0.36294222346604554
1.7014688847811252,3.2201467214959227,23.96272039015398,0.08081322180825054,0.3645019508308792
1.7360867550579775,3.268097188213451,23.941592205318095,0.07229881994810343,0.364950445219164
1.7490939135653414,3.2390771283854694,23.942158700689824,0.060865265367450246,0.3690127430617591
1.668303255023881,3.216477600503142,23.923527064828935,0.05693700133743808,0.3790460630427304
