,sample_054,sample_055,sample_111,sample_141,sample_082,sample_104,sample_002,sample_068,sample_036,sample_108
2023-02-14,0.26040184982005277,0.25687283367370795,0.2757871380270375,0.2510246537573603,0.2831531495683689,0.26789773514589454,0.25438277278292304,0.2810837849529032,0.2760036637414371,0.29513742144249056
2023-02-15,0.23333713938705908,0.23135799608712165,0.24936336078161872,0.22464771314872972,0.255934219512928,0.23781363898975602,0.22630417903118408,0.25049628924168926,0.24581436916641242,0.26518542176138066
2023-02-16,0.21762491377412194,0.21494877975035417,0.23318338825061852,0.20820850677797761,0.23766242643426816,0.21800730808333418,0.20837032036699926,0.23346913580251452,0.22510754440001732,0.2472668223692228
2023-02-17,0.21700748320147084,0.21392144536447202,0.232042736415146,0.2078538997318373,0.2374600971062893,0.2197574474797875,0.20765221385086918,0.23177941961954585,0.2271288861391394,0.24765823081188731
2023-02-18,0.09042721924053677,0.06995754049646398,0.07696920370274433,0.0848069721054232,0.07579049562911212,0.09771460698703328,0.0487240981412618,0.03982203687970844,0.09525729676521805,0.09895976917414204
2023-02-19,0.13096651978099116,0.11145538109517175,0.12346946806155243,0.12305926196043407,0.12099275480849063,0.1330152257847448,0.08267325399572956,0.08165022096230293,0.13178996104977353,0.14331173952619314
2023-02-20,0.21401228323875535,0.2202019787459144,0.2439871115914442,0.20135739198640584,0.24573356974422295,0.20102844410969115,0.21954664800854515,0.2652767473293943,0.21053893293461462,0.2480004461559469
2023-02-21,0.18367172671388265,0.18301366188443433,0.20267817091680929,0.1732150530018606,0.2056949555190432,0.17925786554967335,0.17735303629317736,0.20790947358752218,0.18663339964196288,0.2135242493557892
2023-02-22,0.2513338643330925,0.24812536992535592,0.2661660805660244,0.24302582797458977,0.2748263395466939,0.2611144216455691,0.24376999374291086,0.2662251464055348,0.26970109730689534,0.285847869807455
2023-02-23,0.2878549669884216,0.2802391224962744,0.2985439893231934,0.27900869420208574,0.3074471865003779,0.3016318550449613,0.27397930057269865,0.2955754821747466,0.3091654285642567,0.3233581539611269
2023-02-24,0.2779814076624323,0.2750330043241473,0.29262533640981253,0.2700900605932315,0.30172592101476503,0.2885872052130099,0.27083101137024707,0.2918695508891524,0.29730344854330704,0.3123834144706322
2023-02-25,0.14232057188422362,0.11138652221416756,0.12103722293409504,0.13533564922991895,0.12148170144384018,0.1599264101527001,0.08075060633018735,0.06883549992605813,0.15645939109561618,0.15576101332669806
2023-02-26,0.21558208861768466,0.19373939670272436,0.2078613990409332,0.20735687867541971,0.20967334592533035,0.22732327077043216,0.1639404816925458,0.16054092378987084,0.2280196194961003,0.23643859776720616
2023-02-27,0.4151603050673316,0.4192103922188068,0.4418118195487218,0.4061914673678674,0.4564023411708449,0.4312991252733167,0.42445307850018316,0.4601591926499211,0.445043612342687,0.4634775234798292
2023-02-28,0.3140746621887775,0.3088011766781603,0.32759174572507416,0.30559666590213813,0.3381987345825639,0.3295240393107732,0.3051057538781823,0.3285424041050651,0.3386036391334027,0.35239921122510237
2023-03-01,0.2608968737716433,0.2577740803180239,0.27537753205759297,0.25270076149219317,0.28456696347914756,0.2723538379041652,0.25470996675967944,0.2769183294206485,0.2807278380948242,0.2958743216932036
2023-03-02,0.2751635562124812,0.272012418964769,0.28968446145024357,0.2672238972325462,0.29873428989056394,0.2857329534214569,0.2677672899452293,0.28911424890246906,0.2944033729994335,0.30956980248148797
2023-03-03,0.30067446785830015,0.29643449944015365,0.3139745330265648,0.2928312201738946,0.3242475660200209,0.31519090113446274,0.2924969214217394,0.3125895409588909,0.32375764203262114,0.33677271878447074
2023-03-04,0.13247092120587328,0.10163761458395054,0.11075756888717131,0.12583151066817075,0.11132572904582855,0.15004174910728618,0.06857718190113024,0.05459119082413347,0.1467237743853843,0.14557312508949527
2023-03-05,0.18815007831687125,0.16593898192234263,0.1804591607454982,0.17962644007888254,0.18178437230057087,0.19897336334587554,0.13622017665510688,0.13368722853259557,0.1995032169427801,0.2087358564833021
2023-03-06,0.3983250074741748,0.40221851131267994,0.42482899182281947,0.38946453524792257,0.4398648353672811,0.4155181160889488,0.40768252000229854,0.44314664827133865,0.42940571000348754,0.44715984670167896
2023-03-07,0.3940340944993518,0.386950079284791,0.40500269040605047,0.3878893208187293,0.42326466204208324,0.427069265102304,0.385611375583585,0.40216566696663797,0.43864385030157044,0.4405292466577808
2023-03-08,0.3965357253566466,0.3873452714835922,0.40470154694177946,0.390877440850569,0.4235327649120787,0.4324018645876402,0.38303520691871457,0.39485809536461536,0.4435541585508332,0.4425937374725
2023-03-09,0.39050005296789125,0.3817081631439566,0.39915404424252204,0.38404923120205947,0.41514637082253464,0.4202580769456227,0.37731674734040377,0.39216416398899123,0.43039448215847254,0.4334054575535042
2023-03-10,0.34769971881578415,0.34330135332411227,0.3604487303821942,0.3408822016715901,0.37397333762486307,0.3699168736496302,0.34094549237301924,0.3588109179076567,0.37940106209345426,0.38722527970164317
