"PARAMETER","ESTIMATE","LOWER","UPPER"
"t_set_heating",23.7139213446174,23.4107069023792,23.9633121565242
"infl_rate_m3ph_m2",3.75602554092349,3.21746855063589,4.58830316510054
"window_opening_ach",0.0783846885439944,0.00779524808642245,0.139089472473109
"atrium_ach",2.39433057011098,2.05151334684059,2.39670358797319
