atrium_ach,infl_rate_m3ph_m2,t_set_heating,window_opening_ach,dist_to_MAP
1.70253711411711,3.2658516355314,23.8916033315446,0.0210654177511964,0.0
1.691348575127873,3.5855039475475374,23.811969927339387,0.09468828277007416,1.4966271882219624
1.7585514540318994,3.510998525158738,23.782341998677826,0.00837701119066376,0.9455793379583013
1.7135236818941237,3.45107706688483,23.496511078360996,0.07315535577058009,1.9017209472319936
1.6595526055774765,4.096583014147859,23.84986700333339,0.005597630125208096,2.2270333539636
1.6344005084579505,3.4849602636309966,23.84638694397603,0.05715800735172677,0.8442377527233774
1.6608705596834403,3.8549754878327316,23.630801905274385,0.057064998722038934,1.8585715607313866
1.7914673844370326,3.3259109342901714,23.710068119438677,0.021263525725794288,0.9134916736849505
1.6246275390276896,3.704123720884945,23.62359007456103,0.1072946882335072,2.1048036185236687
1.8533809781284036,3.4345747322969618,23.791223212471706,0.01062834912598266,1.127081823204094
