infl_rate_m3ph_m2,t_set_heating,window_opening_ach,dist_to_MAP
4.29164999503146,23.0489033525389,0.108021657558931,0.0
4.294159944008392,23.0524119284497,0.10823323800477253,0.04915382314314279
4.301081258670849,23.05314527989608,0.1058522412181871,0.088841736295763
4.282856146329753,23.05104751371194,0.1125552094644508,0.10715849359909634
4.30931577802805,23.050067778400482,0.11216157317728764,0.11291003306368819
4.298411456916518,23.05715720383764,0.10352909004503988,0.15242273587022614
4.298411456916518,23.05715720383764,0.10352909004503988,0.15242273587022614
4.285319034629196,23.0538285870375,0.11540884049186745,0.164329527585358
4.3059928364078734,23.039365500793338,0.11144759711886837,0.16570552779288517
4.308935260952692,23.05593746375604,0.11458214537118075,0.17023502431122983
4.268342193280642,23.04716901944189,0.11429619137245198,0.18034514235274543
4.272850317928749,23.04983674079186,0.0993450152016267,0.18686261840724744
4.282708882480181,23.057843255389365,0.11492183274809648,0.18896049149317518
4.285635111086885,23.052103078433717,0.09799827383939072,0.20399930773515815
4.333577592380989,23.047469175624677,0.10732300257690244,0.2116218089255433
4.305865453614853,23.0630760160388,0.10527462608306948,0.2159823082157269
4.334378654414814,23.04978908517745,0.11175345350600543,0.21604430720626575
4.250654280575337,23.052594890296124,0.10968233602085073,0.21723577588768037
4.250654280575337,23.052594890296124,0.10968233602085073,0.21723577588768037
4.323911114057891,23.05947354302599,0.1126792656628667,0.2202749113551692
4.259445901315338,23.053111872657286,0.10018107145047841,0.2212861728570293
4.3141177904036745,23.063644146134,0.11010900360372902,0.22667288466596908
4.271276078637967,23.04486419751395,0.09723747660983267,0.22816396204602837
4.2935371824115665,23.06508314740902,0.10584024881911991,0.22875160824399898
4.329545110961981,23.054804803772242,0.10363527432977551,0.22902840736744265
4.324096688738009,23.05037890031648,0.11740167225069431,0.23070963395861463
4.272371316965792,23.06351474718394,0.10280693331661434,0.2482957348529571
4.335037872283805,23.05871371998843,0.10781066758656493,0.24959481224684082
4.283974174337913,23.048007456516117,0.09513402629190248,0.25242904707736136
4.330878843076419,23.041345348651557,0.10281080053472733,0.25362736541688274
4.336994062413933,23.058383118614096,0.10874487259921092,0.2536856972060719
4.241565761281829,23.046357702627862,0.10339969070712676,0.25515589184690673
4.250703980946532,23.057963894912884,0.11139492613471336,0.25597412194189445
4.339013168994635,23.056129876455753,0.10639220627819035,0.25711927624159486
4.250703980946532,23.057963894912884,0.11195543255727158,0.25976496159176443
4.266466895085929,23.0643337010538,0.10435559700127178,0.26011948319262257
4.298330766018372,23.039804787183726,0.09645531752090608,0.26064081743518785
4.3146126614818945,23.054156516472478,0.09728377153519097,0.2633093337675227
4.317757394676967,23.036847205842562,0.10045924390141525,0.26480366111026254
4.298915898085322,23.035093686093692,0.09847616944545892,0.266924718011813
4.317339726247787,23.060380212980608,0.09943032811889299,0.2751826103114778
4.26908105835952,23.058894372183982,0.11826767859390247,0.2752928365994261
4.307229957641582,23.030618295536414,0.11148515053537608,0.2758466689149603
4.3472428559007135,23.052437987814024,0.1088785225741851,0.27640162595479995
4.34800889182142,23.04885160709965,0.10721400539725429,0.2817762610222582
4.29809712852,23.03287593583909,0.11641829993857156,0.2831846301773708
4.318157567522495,23.061717217104878,0.09981611812170257,0.28327440566328316
4.298738881132266,23.053972022831278,0.12223809303338598,0.2834354940813529
4.33020423200101,23.050439029642543,0.11989780319840906,0.28465782701170594
4.339013168994635,23.060847727240134,0.10639220627819035,0.2865698266099431
4.3129790576318365,23.03054845425587,0.11203387141388912,0.289149504348799
4.256133724232589,23.056700307346034,0.1175770698964482,0.29159327584896194
