"t_set_heating","infl_rate_m3ph_m2","window_opening_ach","%SIGMA@wn2*.pc.mu%","%SIGMA@wn2*.pc1%","%SIGMA@wn2*.pc2%","%SIGMA@wn2*.pc3%"
0.497168671876515,0.497865406803031,0.714576675156398,243110.262473862,46338.8655926752,2900.16330805189,201.033604911039
0.404055076998934,0.649728475800072,0.628970131753289,257100.710699258,42828.3886836697,2018.5086053258,140.757144878364
0.452022976565358,0.998961413455595,0.895644522459892,244210.142457473,62259.3252156592,2018.5086053258,173.15993308109
0.550387557932709,0.984617310676431,0.505060287711038,244210.142457473,65442.3534127524,2323.78929187971,173.15993308109
0.550387557932709,0.413435498031529,0.686010456762459,244210.142457473,53911.9346286644,2405.33078901868,149.815478026068
0.533535174293229,0.475077863009313,0.656791200316059,262578.974863007,67985.023501386,2172.4065647528,154.21733033088
0.4378574669466,0.63965911929199,0.822835856612278,248130.381740754,67985.023501386,2439.17593030323,151.904482191836
0.439593205772404,0.730892166349787,0.806077580795644,248957.599074056,65411.7163622575,2286.57272528626,135.879484750491
0.439593205772404,0.669114882334467,0.806077580795644,259676.48018126,50460.4270338873,2421.94502262641,158.02360968275
0.456090323481736,0.90833427394201,0.79159261757945,215961.328691192,68115.8725084044,2226.99950168247,152.319884149012
0.41607621030502,0.777025253093492,0.79159261757945,215961.328691192,79364.2681551208,2176.70674121577,152.319884149012
0.373699859222553,0.905184019201665,0.727507248719866,241334.678706054,63401.6035419357,2576.31240903368,186.10568752469
0.533358028310637,0.905184019201665,0.610174968207636,276967.940915908,58594.4216803833,2605.79825491313,160.83318897583
0.533358028310637,0.905184019201665,0.610174968207636,255593.63498628,57367.8719240375,2532.88938364545,160.83318897583
0.4031829976101,0.993370248820322,0.568350955064395,218171.036898355,50907.042328413,2728.37940323739,183.448145072571
0.372011221555964,0.993370248820322,0.749692027050607,259276.486060579,46052.500022065,3044.11542151289,152.701506990136
0.461737054837519,0.993370248820322,0.811913758530072,264785.665538828,46643.9750934855,1491.82477910712,146.228095342939
0.461737054837519,0.859120487894481,0.668367835607812,204899.024323751,46643.9750934855,1963.2840827945,146.806273129714
0.461737054837519,0.556287550147925,0.693153475505911,228185.409461045,46989.5648428858,2397.05012801566,159.643657509765
0.461737054837519,0.733670322567757,0.933314199170612,232382.427180836,57753.0702714711,2668.94402217824,178.84259611645
0.410017876234853,0.729149732350249,0.84519763985955,207775.597897083,84372.3859719294,2103.81457958219,178.84259611645
0.4060357138978,0.644261629433052,0.81399109771533,263098.352918915,52830.4031895325,2464.8227019407,152.221633092341
0.490225974327553,0.602652256733553,0.860559821720745,250809.700662571,73690.6876517617,2484.07004979517,119.502460374193
0.490225974327553,0.54825497132654,0.971401338810192,246856.983111182,73456.5118805,2698.82218482927,160.769598287105
0.473529097302215,0.594182908231829,0.941948407076172,243575.435520962,84213.466771849,1992.18882407212,178.825021264289
0.473529097302215,0.986668352597321,0.716334932725258,243575.435520962,69016.0209673442,2783.47168026959,178.825021264289
0.418968693739295,0.986668352597321,0.527086235038125,243575.435520962,83230.4964266024,2562.73118535832,193.515092529665
0.372547486931763,0.859195623967649,0.598937109365337,182168.637231372,63450.7618355603,2223.01144653327,176.517794066192
0.495205121110423,0.668670982079252,0.668918541014376,231063.71380681,65400.8042936707,2798.61463583056,166.481684412993
0.486348502067807,0.943353010895357,0.93528093215356,239967.783360244,62397.391046294,3148.27467169802,166.481684412993
0.445778602381588,0.943353010895357,0.634118089514018,238418.632262289,53168.1150209432,2670.93659080117,171.140229946295
