Timestamp,Main Cooling,Chiller-O,Main Electricity,Control-Smoke,Pump-Sewage,Control-Server,Lift 9,Control-LG,MCCP1,Pump-Rain,Lift 10,Control-Cooler,Lift 8,MCCP3,Chiller,GF-a,1F-a,2F-a,3F-a,4F-a,5F-a,6F-a,PV,LG-a,GF-c,1F-c,2F-c,2F-b,3F-b,3F-c,4F-b,5F-b,6F-b,Main Heating,T_out
2023-01-01 00:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.297,3.602,3.203,2.602,2.195,3.203,1.0,,0.703,0.202,3.5,1.203,0.898,0.1,1.102,1.398,0.5,2.898,40.0,2.47
2023-01-01 01:00:00,0.0,0.0,38.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.297,3.5,2.695,2.5,2.204,3.094,1.0,,0.602,0.299,3.501,1.196,1.0,0.0,1.102,1.196,0.601,2.8,40.0,2.28
2023-01-01 02:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.203,3.5,2.703,2.602,2.297,3.203,0.797,,0.695,0.202,3.391,1.305,1.0,0.202,1.102,1.5,0.594,2.398,30.0,2.08
2023-01-01 03:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.297,3.5,2.703,2.602,2.204,3.109,1.0,,0.602,0.2,3.297,1.196,1.0,0.0,1.094,1.406,0.703,2.5,40.0,2.03
2023-01-01 04:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.203,3.5,2.796,2.5,2.195,3.188,0.703,,0.703,0.301,3.406,1.204,0.902,0.2,1.0,1.398,0.5,2.102,40.0,2.05
2023-01-01 05:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.203,3.898,2.797,2.602,2.305,3.0,0.703,,0.602,0.2,3.5,1.297,0.898,0.0,1.102,1.297,0.602,2.2,30.0,1.98
2023-01-01 06:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,3.398,2.804,2.695,2.196,3.203,0.695,,0.695,0.301,3.407,1.204,1.102,0.1,1.102,1.398,0.601,2.0,30.0,1.76
2023-01-01 07:00:00,0.0,0.0,37.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,3.398,2.601,2.5,2.203,3.109,0.805,,0.602,0.2,3.297,1.196,0.898,0.202,1.102,1.406,0.594,1.5,30.0,1.7
2023-01-01 08:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.406,3.203,2.695,2.703,2.297,3.391,0.796,,0.703,0.5,3.5,1.204,0.898,0.0,1.102,1.398,0.703,2.199,30.0,1.98
2023-01-01 09:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.297,2.898,2.805,2.602,2.204,3.406,0.797,,0.594,0.5,3.094,0.703,1.0,0.1,1.0,1.297,0.601,1.902,30.0,2.37
2023-01-01 10:00:00,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,2.703,2.695,2.5,2.203,3.094,1.102,,0.703,0.4,3.109,0.398,0.902,0.6,1.593,1.102,0.5,2.0,30.0,3.08
2023-01-01 11:00:00,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.297,2.5,2.703,2.594,2.297,3.203,0.703,,0.602,0.5,3.188,0.5,1.0,0.401,1.602,1.399,0.601,2.0,30.0,3.67
2023-01-01 12:00:00,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.109,2.695,2.602,2.703,2.204,3.094,0.695,,0.695,0.5,3.109,0.601,1.0,0.801,1.305,1.102,0.593,1.898,40.0,3.8
2023-01-01 13:00:00,10.0,0.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,2.602,2.695,2.703,2.196,3.203,0.805,,0.602,0.5,3.203,0.5,0.898,0.898,1.5,1.601,0.602,2.0,40.0,3.77
2023-01-01 14:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.297,2.601,2.804,2.796,2.703,3.297,1.0,,0.703,0.5,3.0,0.5,1.0,0.9,1.594,1.5,0.703,2.102,40.0,3.33
2023-01-01 15:00:00,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,2.601,4.093,2.703,2.195,3.312,0.601,,0.602,0.5,3.297,1.296,1.0,0.201,1.5,1.0,0.5,2.0,40.0,2.73
2023-01-01 16:00:00,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,3.195,4.0,2.796,3.0,3.094,0.898,,0.695,0.4,3.391,1.601,0.902,0.699,1.407,1.601,0.602,2.098,20.0,2.2
2023-01-01 17:00:00,0.0,0.0,41.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.312,3.406,4.203,2.898,3.203,3.203,0.797,,0.602,0.5,3.312,1.695,1.0,0.6,1.594,1.695,0.594,1.8,30.0,1.92
2023-01-01 18:00:00,0.0,0.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.391,3.5,4.0,2.805,2.398,3.094,0.898,,0.703,0.5,3.501,1.407,1.0,0.701,1.703,1.703,0.602,1.902,40.0,1.85
2023-01-01 19:00:00,0.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,3.594,4.0,2.594,3.305,3.203,0.804,,0.594,0.5,3.391,1.5,0.898,0.2,1.297,1.796,0.602,2.0,30.0,1.69
2023-01-01 20:00:00,0.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.203,3.5,4.203,2.602,2.297,3.094,0.601,,0.703,0.5,3.5,1.5,1.0,0.5,1.407,1.304,0.602,2.0,40.0,1.23
2023-01-01 21:00:00,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.297,3.5,4.0,2.805,2.5,3.0,1.0,,0.602,0.4,3.203,1.5,1.0,0.9,1.196,1.898,0.602,2.098,30.0,0.72
2023-01-01 22:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.906,2.601,3.898,2.695,2.899,3.203,0.695,,0.5,0.399,3.5,1.5,0.898,0.799,1.399,1.695,0.593,2.102,30.0,0.15
2023-01-01 23:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.399,2.297,3.0,2.305,3.203,1.0,,0.797,0.202,3.5,1.297,0.902,1.102,1.204,1.406,0.602,2.0,30.0,-0.61
2023-01-02 00:00:00,0.0,0.0,36.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.406,3.5,2.203,2.602,2.195,3.203,0.602,,0.703,0.299,3.406,1.297,1.098,0.5,1.203,1.297,0.602,2.098,30.0,-1.04
2023-01-02 01:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.188,3.5,2.102,2.5,2.305,3.094,0.796,,0.602,0.202,3.391,1.204,0.902,0.199,1.094,1.398,0.602,2.102,40.0,-1.25
2023-01-02 02:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.203,3.602,2.094,2.398,2.195,3.109,0.703,,0.695,0.2,3.297,1.204,0.898,0.1,1.102,1.398,0.601,2.102,40.0,-1.43
2023-01-02 03:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.203,3.5,2.203,2.399,2.204,3.188,0.797,,0.602,0.301,3.5,1.297,1.0,0.1,1.102,1.5,0.593,2.0,30.0,-1.67
2023-01-02 04:00:00,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.297,3.5,2.102,2.602,2.195,3.109,0.907,,0.703,0.2,3.313,1.204,0.902,0.102,1.0,1.305,0.601,2.297,50.0,-1.87
2023-01-02 05:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,3.5,2.196,2.601,2.305,3.203,0.594,,0.594,0.301,3.391,1.195,1.098,0.0,1.102,1.398,0.5,2.102,30.0,-1.94
2023-01-02 06:00:00,10.0,0.0,36.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.312,3.5,2.102,2.5,2.195,3.188,0.805,,0.703,0.2,3.406,1.204,0.902,0.199,1.5,1.398,0.601,2.2,60.0,-1.97
2023-01-02 07:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.297,3.5,2.102,2.5,2.305,3.109,0.695,,0.602,0.202,3.391,1.297,1.0,0.1,1.102,1.203,0.703,1.602,40.0,-1.98
2023-01-02 08:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,3.102,2.203,2.602,2.195,3.203,0.703,,0.695,0.5,3.501,1.204,0.898,0.0,1.297,1.398,0.594,2.399,40.0,-1.91
2023-01-02 09:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,2.703,2.0,2.796,2.406,3.501,0.796,,0.602,0.5,3.109,0.602,1.0,0.202,1.204,1.203,0.601,2.199,30.0,-0.85
2023-01-02 10:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.695,1.898,3.0,2.297,3.5,0.804,,0.703,0.398,3.094,0.5,1.0,0.699,2.5,1.094,0.5,2.102,40.0,1.04
2023-01-02 11:00:00,0.0,0.0,37.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.297,2.602,2.0,2.898,2.203,3.188,0.601,,0.602,0.5,3.203,0.5,0.898,0.699,2.196,1.0,0.601,2.2,40.0,2.18
2023-01-02 12:00:00,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406,2.602,1.898,2.805,2.195,3.109,0.695,,0.695,0.5,2.906,0.593,1.0,0.4,2.204,1.0,0.601,2.2,30.0,2.81
2023-01-02 13:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.203,2.602,1.898,2.898,2.305,3.094,0.805,,0.602,0.5,3.188,0.5,0.902,0.5,2.102,1.0,0.695,2.102,40.0,3.04
2023-01-02 14:00:00,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.391,2.898,2.203,3.203,2.797,3.406,0.695,,0.703,0.5,4.0,0.601,1.0,0.701,2.297,1.0,0.601,2.0,40.0,2.62
2023-01-02 15:00:00,0.0,0.0,43.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.812,2.898,3.195,3.5,3.5,3.5,0.805,,0.594,0.4,3.812,1.203,1.0,1.2,2.203,1.601,0.601,2.101,30.0,1.78
2023-01-02 16:00:00,0.0,0.0,45.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.188,3.102,4.0,2.796,2.797,3.094,0.898,,0.703,0.5,3.688,1.602,1.0,1.1,2.094,1.899,0.5,2.0,40.0,1.55
2023-01-02 17:00:00,0.0,0.0,42.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.406,3.602,4.101,3.203,3.203,3.203,0.796,,0.602,0.5,3.406,1.5,0.898,1.1,2.305,1.703,0.601,2.297,40.0,1.5
2023-01-02 18:00:00,0.0,0.0,42.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,3.805,3.094,2.102,3.094,0.703,,0.695,0.5,3.5,1.398,1.0,1.101,1.601,1.398,0.695,2.204,40.0,1.26
2023-01-02 19:00:00,0.0,0.0,41.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,4.0,2.703,2.196,3.109,0.797,,0.602,0.4,3.203,1.5,0.902,0.599,1.196,1.398,0.601,2.297,40.0,0.85
2023-01-02 20:00:00,0.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.406,3.5,4.195,2.703,2.5,3.203,0.703,,0.703,0.5,3.5,1.602,1.098,1.0,1.399,1.406,0.5,2.204,30.0,0.37
2023-01-02 21:00:00,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.501,3.5,2.898,2.797,2.406,3.188,0.898,,0.602,0.5,3.391,1.196,0.902,1.1,1.704,1.5,0.602,2.297,40.0,-0.02
2023-01-02 22:00:00,0.0,0.0,39.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.501,3.5,3.704,2.797,2.195,3.109,0.601,,0.695,0.301,3.501,1.5,0.898,0.8,1.399,1.398,0.601,2.102,30.0,-0.21
2023-01-02 23:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.501,3.5,2.0,2.5,2.305,3.094,0.898,,0.602,0.299,3.203,1.305,1.0,0.7,1.305,1.297,0.602,2.301,40.0,-0.11
2023-01-03 00:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.391,3.594,2.297,2.805,2.297,3.406,0.797,,0.703,0.202,3.5,1.297,0.898,0.599,1.399,1.5,0.695,2.2,40.0,0.16
2023-01-03 01:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,2.0,2.5,2.797,3.297,0.804,,0.594,0.299,3.5,1.204,1.0,0.1,1.102,1.5,0.5,2.199,30.0,0.67
2023-01-03 02:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406,3.5,2.0,2.602,2.204,3.297,0.695,,0.703,0.202,3.297,1.195,1.0,0.102,1.094,1.5,0.602,2.102,40.0,1.24
2023-01-03 03:00:00,0.0,0.0,38.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,3.5,1.906,2.399,2.297,3.109,0.907,,0.602,0.2,3.501,1.204,0.902,0.1,1.102,1.398,0.602,2.301,30.0,1.17
2023-01-03 04:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.391,3.5,2.0,2.5,2.704,2.891,0.796,,0.695,0.301,3.312,1.196,0.898,0.1,1.0,1.601,0.602,2.398,40.0,1.26
2023-01-03 05:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.501,3.5,2.297,2.5,2.203,2.5,0.797,,0.602,0.2,3.391,1.305,1.102,0.0,1.102,1.5,0.5,2.301,30.0,1.15
2023-01-03 06:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.501,3.5,2.102,2.5,2.196,2.109,0.602,,0.703,0.2,3.5,1.196,0.898,0.199,1.399,1.398,0.695,2.301,50.0,0.97
2023-01-03 07:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.313,3.602,1.898,2.5,2.305,2.094,0.804,,0.602,0.301,3.297,1.204,0.902,0.0,1.102,1.305,0.602,1.597,50.0,1.37
2023-01-03 08:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.501,3.0,2.0,2.602,2.094,2.094,0.695,,0.695,0.4,3.406,1.203,1.0,0.202,1.102,1.398,0.601,2.601,20.0,1.9
2023-01-03 09:00:00,0.0,0.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.501,3.0,2.204,2.898,2.305,2.203,1.0,,0.602,0.5,3.797,0.594,1.0,0.4,1.399,1.398,0.601,2.398,40.0,2.37
2023-01-03 10:00:00,0.0,0.0,38.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.501,3.204,2.0,3.102,2.297,2.203,0.703,,0.703,0.5,3.906,0.601,1.0,0.699,1.399,1.102,0.5,2.5,30.0,2.98
2023-01-03 11:00:00,0.0,0.0,39.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.501,2.898,2.094,3.0,2.203,2.203,0.796,,0.594,0.5,4.0,0.398,0.898,0.301,1.602,1.399,0.593,2.402,30.0,4.1
2023-01-03 12:00:00,0.0,0.0,38.33333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.501,3.0,2.0,3.0,2.601,2.203,1.101,,0.703,0.5,4.0,0.5,0.898,0.6,1.898,1.898,0.703,2.398,30.0,5.85
2023-01-03 13:00:00,20.0,0.0,38.66666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,2.898,2.305,3.398,2.696,2.391,0.703,,0.602,0.4,4.094,0.602,1.0,0.9,2.102,2.203,0.602,2.2,30.0,6.67
2023-01-03 14:00:00,0.0,0.0,41.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.594,2.898,2.0,3.102,2.203,2.109,0.898,,0.695,0.5,4.203,0.5,1.0,1.099,2.0,1.797,0.601,2.2,30.0,6.48
2023-01-03 15:00:00,0.0,0.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.203,3.898,3.297,3.102,2.188,0.796,,0.602,0.5,4.094,1.0,1.102,1.1,2.297,1.5,0.695,2.0,30.0,6.05
2023-01-03 16:00:00,0.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.5,3.297,4.204,3.399,3.5,2.406,0.804,,0.703,0.5,3.407,1.5,1.102,1.301,2.305,1.804,1.0,2.0,30.0,6.01
2023-01-03 17:00:00,0.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.602,4.297,2.898,2.695,2.406,0.899,,0.602,0.398,4.906,1.399,1.098,0.5,2.196,1.601,0.703,2.0,160.0,6.07
2023-01-03 18:00:00,40.0,0.0,74.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,5.5,3.601,4.101,3.102,3.398,2.297,0.797,,0.695,0.5,3.891,1.5,1.301,0.399,2.102,1.898,1.0,2.0,730.0,6.06
2023-01-03 19:00:00,30.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,5.5,3.703,4.0,3.203,3.5,2.5,0.703,,0.602,0.602,4.109,1.601,1.2,0.8,1.601,2.102,1.398,2.402,520.0,6.34
2023-01-03 20:00:00,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.5,3.593,3.898,2.797,3.304,2.203,0.898,,0.703,0.5,3.594,1.5,1.2,0.599,1.703,2.0,1.0,2.2,30.0,7.15
2023-01-03 21:00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,2.602,2.805,3.195,2.188,1.0,,0.594,0.398,3.406,1.399,1.102,0.599,0.899,1.695,0.703,2.199,20.0,8.73
2023-01-03 22:00:00,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.406,3.602,2.0,2.5,2.102,2.109,0.703,,0.703,0.401,3.297,1.204,1.102,0.0,1.297,1.398,0.593,1.902,30.0,9.4
2023-01-03 23:00:00,0.0,0.0,35.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.094,3.5,2.102,2.594,2.305,1.891,0.796,,0.602,0.202,3.5,1.297,1.199,0.102,1.102,1.406,0.601,2.0,20.0,9.59
2023-01-04 00:00:00,0.0,0.0,35.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,2.094,2.602,2.297,2.312,1.101,,0.695,0.299,3.297,1.102,0.801,0.299,1.204,1.398,0.5,2.0,20.0,9.62
2023-01-04 01:00:00,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.602,2.102,2.5,2.204,2.188,1.102,,0.602,0.202,3.406,0.899,1.398,0.301,1.399,1.297,0.601,2.098,30.0,9.65
2023-01-04 02:00:00,0.0,0.0,36.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.406,3.398,2.204,2.399,2.297,2.109,0.898,,0.703,0.2,3.297,1.602,1.2,0.2,1.195,1.399,0.601,1.902,30.0,9.55
2023-01-04 03:00:00,0.0,0.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,2.102,2.5,2.204,2.203,1.0,,0.602,0.301,3.391,1.204,1.102,0.1,1.102,1.406,0.695,2.098,30.0,9.23
2023-01-04 04:00:00,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.501,3.899,2.0,2.601,2.297,2.297,1.797,,0.695,1.0,3.5,1.5,1.2,0.102,1.0,1.398,0.601,1.8,30.0,9.06
2023-01-04 05:00:00,0.0,0.0,49.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.688,3.703,2.0,2.804,2.297,2.297,2.0,,0.602,1.1,3.501,1.102,1.102,0.199,1.102,1.398,0.805,2.0,160.0,8.86
2023-01-04 06:00:00,50.0,0.0,63.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,5.703,4.102,2.898,3.297,3.305,2.703,2.0,,0.703,2.199,4.203,2.0,1.199,0.301,1.602,1.602,1.898,1.898,400.0,8.6
2023-01-04 07:00:00,20.0,0.0,70.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,5.797,4.196,3.899,3.5,4.602,3.5,2.102,,0.695,1.6,4.609,2.094,1.301,0.799,1.398,2.101,1.695,1.402,590.0,8.33
2023-01-04 08:00:00,30.0,0.0,81.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,10.0,0.0,5.61,3.906,4.203,4.203,3.399,3.891,2.102,,0.703,0.9,3.891,2.305,1.399,1.0,1.602,1.398,1.5,2.199,550.0,8.08
2023-01-04 09:00:00,30.0,0.0,88.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0,1.0,6.094,3.399,4.594,4.094,4.5,4.406,2.196,,0.695,0.701,4.109,2.602,1.801,1.201,1.695,1.695,2.805,2.199,470.0,7.83
2023-01-04 10:00:00,30.0,0.0,90.5,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,10.0,0.0,8.703,3.399,4.602,3.906,4.695,4.797,2.102,,0.602,2.899,4.5,3.5,2.597,1.6,2.703,1.5,3.797,2.102,430.0,7.74
2023-01-04 11:00:00,20.0,0.0,89.5,0.0,0.0,0.0,1.0,1.5,8.0,0.0,0.0,0.0,0.0,10.0,0.0,8.594,3.297,5.0,3.796,4.804,4.203,2.102,,0.703,2.301,4.391,3.695,2.403,1.699,2.5,1.906,4.102,2.2,390.0,7.83
2023-01-04 12:00:00,30.0,0.0,88.0,0.0,0.0,0.0,1.0,1.5,8.0,0.0,0.0,0.0,1.0,10.0,1.0,8.703,3.406,4.601,4.204,5.0,4.594,2.203,,0.695,0.6,4.61,3.703,2.2,1.6,2.398,2.094,5.101,2.301,370.0,7.93
2023-01-04 13:00:00,30.0,0.0,90.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,10.0,0.0,8.61,3.594,4.601,4.0,5.195,4.906,2.297,,0.703,1.9,4.297,3.695,2.102,1.301,2.5,2.203,4.0,2.2,350.0,7.83
2023-01-04 14:00:00,30.0,0.0,94.0,0.0,0.0,0.0,1.5,1.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,8.797,3.601,4.5,3.797,5.102,5.406,2.102,,0.703,2.1,4.594,3.805,2.297,1.5,3.203,2.203,4.899,2.301,340.0,7.46
2023-01-04 15:00:00,30.0,0.0,95.0,0.0,0.0,0.0,0.5,1.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,8.297,4.0,4.601,3.898,5.0,5.594,2.5,,0.695,1.801,4.797,4.101,2.204,1.6,3.398,1.898,4.297,2.098,340.0,6.44
2023-01-04 16:00:00,20.0,0.0,91.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,10.0,1.0,8.5,4.305,4.594,3.898,5.204,5.594,2.0,,0.602,1.9,4.906,4.5,2.297,1.8,4.0,2.601,4.703,2.403,320.0,5.73
2023-01-04 17:00:00,30.0,0.0,86.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,10.0,0.0,8.203,4.297,4.406,4.0,5.297,5.312,2.297,,0.703,1.099,4.594,4.398,1.801,1.6,3.601,2.195,4.297,2.301,320.0,5.26
2023-01-04 18:00:00,30.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,10.0,0.0,6.391,3.703,3.898,4.102,3.898,5.188,2.0,,0.695,0.5,4.109,3.399,1.5,1.199,3.0,2.203,2.5,1.7,320.0,4.9
