Y,M,W,D
0.3896944943057679,0.38543352020120575,0.34720416484301214,0.3834327704959573
0.4216536042796668,0.4162145748563937,0.35923798115684963,0.4173135841146253
0.4606083534304492,0.44360143323539697,0.36691345511506296,0.4073714035613093
0.5591012203571233,0.5070415751349155,0.39215498375987645,0.4495266176775471
0.6502511415929674,0.6000268051038593,0.4340061274792103,0.5344636152127341
0.6922826543431919,0.6345011004751623,0.4394277947985533,0.53162562484163
0.7033335400634011,0.6431210355146685,0.43979267927483817,0.5345465435027988
0.7027948251329422,0.6450836717128671,0.445072447075626,0.5353850406578977
0.7125218174053722,0.654945436954605,0.46232705996176077,0.5612402386491903
0.7202114671396651,0.6711570800027643,0.4781958489783696,0.5600331713160259
0.7148841750495709,0.6753935429017781,0.4916726175393332,0.5879339337955817
0.6681818681192111,0.638573382113038,0.46795512658082056,0.5565501831333072
0.60499465750439,0.5771218438560818,0.424889544124761,0.4605745087650595
0.550716638639976,0.523702203672718,0.4022187924719541,0.4321208910184054
0.4925053735051201,0.46775115649364113,0.37374858906728703,0.3725138789707677
0.4370859920296699,0.4117975963360773,0.3392025062772108,0.3417566976112045
0.39646541199235213,0.37317898061027677,0.31736103752505124,0.3141139342562944
0.36640341069172466,0.3436552528579894,0.30074405104696955,0.3020616894335536
0.34735740498243084,0.3345699979686757,0.29821197392365983,0.2961092810577964
0.3350616557660855,0.3245989181627614,0.29870217226048695,0.2948192854345673
0.32862982264332147,0.31633833904686914,0.28857939231991886,0.291806224228882
0.3246305881352298,0.3120361198774504,0.2908921701872797,0.2959434244776669
0.33446241027176726,0.32591697537909325,0.2998926539356384,0.3033424708023312
0.33843272619665693,0.33719522282789655,0.3084803390845638,0.3169519246273985
0.3896944943057679,0.38543352020120575,0.34720416484301214,0.3629494828499689
0.4216536042796668,0.4162145748563937,0.35923798115684963,0.3844647669945406
0.4606083534304492,0.44360143323539697,0.36691345511506296,0.4210729999308931
0.5591012203571233,0.5070415751349155,0.39215498375987645,0.4734836792518025
0.6502511415929674,0.6000268051038593,0.4340061274792103,0.5418903043007534
0.6922826543431919,0.6345011004751623,0.4394277947985533,0.5370804634769989
0.7033335400634011,0.6431210355146685,0.43979267927483817,0.5244292921149017
0.7027948251329422,0.6450836717128671,0.445072447075626,0.5473727856994771
0.7125218174053722,0.654945436954605,0.46232705996176077,0.5655801524959112
0.7202114671396651,0.6711570800027643,0.4781958489783696,0.5778627536799429
0.7148841750495709,0.6753935429017781,0.4916726175393332,0.5840639469258944
0.6681818681192111,0.638573382113038,0.46795512658082056,0.5326391928313101
0.60499465750439,0.5771218438560818,0.424889544124761,0.4811407247011126
0.550716638639976,0.523702203672718,0.4022187924719541,0.4386630116790675
0.4925053735051201,0.46775115649364113,0.37374858906728703,0.3997235723664509
0.4370859920296699,0.4117975963360773,0.3392025062772108,0.346640252470572
0.39646541199235213,0.37317898061027677,0.31736103752505124,0.328884384142268
0.36640341069172466,0.3436552528579894,0.30074405104696955,0.3068070304761465
0.34735740498243084,0.3345699979686757,0.29821197392365983,0.3030568289143304
0.3350616557660855,0.3245989181627614,0.29870217226048695,0.3235401165603188
0.32862982264332147,0.31633833904686914,0.28857939231991886,0.2903688005344267
0.3246305881352298,0.3120361198774504,0.2908921701872797,0.2921102946257861
0.33446241027176726,0.32591697537909325,0.2998926539356384,0.3077560986846651
0.33843272619665693,0.33719522282789655,0.3084803390845638,0.3373983552555804
0.3896944943057679,0.38543352020120575,0.34720416484301214,0.4099329662988644
0.4216536042796668,0.4162145748563937,0.35923798115684963,0.4402847204625555
0.4606083534304492,0.44360143323539697,0.36691345511506296,0.4312916081177581
0.5591012203571233,0.5070415751349155,0.39215498375987645,0.4616802192992559
0.6502511415929674,0.6000268051038593,0.4340061274792103,0.5066918522955011
0.6922826543431919,0.6345011004751623,0.4394277947985533,0.5518969846352307
0.7033335400634011,0.6431210355146685,0.43979267927483817,0.5473912142083804
0.7027948251329422,0.6450836717128671,0.445072447075626,0.5391444564741655
0.7125218174053722,0.654945436954605,0.46232705996176077,0.5638202298956486
0.7202114671396651,0.6711570800027643,0.4781958489783696,0.5638663011679067
0.7148841750495709,0.6753935429017781,0.4916726175393332,0.5889106447674552
