"PARAMETER","ESTIMATE","LOWER","UPPER"
"t_set_heating",21.6691811630869,21.1354085525399,22.2141757072471
"infl_rate_m3ph_m2",3.60529229021689,3.31141816882734,4.79156398287798
"window_opening_ach",0.158784924368589,0.0221761908745714,0.199359186428222
