"t_set_heating","window_opening_ach","%SIGMA@wn2*.pc.mu%","infl_rate_m3ph_m2","%SIGMA@wn2*.pc1%","%SIGMA@wn2*.pc2%","%SIGMA@wn2*.pc3%"
0.988707994669,0.224497260229309,297166.2319823,0.230744940820093,6235.37170770529,2832.82943245898,64.8170062692613
0.996146163464612,0.189971275737411,281774.048436166,0.861332429888277,4599.57409235438,2745.22439884403,50.3033051438917
0.998269646387589,0.189971275737411,333297.074863364,0.861332429888277,5428.38502912163,3332.01755298818,36.4931895358991
0.971948640801102,0.189971275737411,311690.938013444,0.921299893708587,5428.38502912163,3181.46215215188,36.4931895358991
0.978925196663243,0.181291500244485,288740.236573174,0.921299893708587,5245.16689297266,3181.46215215188,51.9873990457037
0.992622370398571,0.151289759309276,308860.27385448,0.921299893708587,5245.16689297266,3531.84265842603,56.6125005778275
0.968557458221115,0.336809003038632,360514.58807366,0.143333768908336,5245.16689297266,3198.46121420215,46.7117404584176
0.997889173831615,0.0471051378215883,325798.167031694,0.40963045883881,5887.34436056791,3297.98775647273,48.6559664973009
0.998810274456731,0.0471051378215883,378504.552340247,0.951736644079929,5887.34436056791,2393.96569452108,53.1626723648513
0.995740188856834,0.0471051378215883,301118.874367341,0.951736644079929,7459.03993143821,3601.42174510433,52.1807423574805
0.980766943110394,0.148679977134037,301118.874367341,0.951736644079929,8316.53586714348,2768.74858376774,53.9685605818407
0.952110271431409,0.148679977134037,301118.874367341,0.804618972194772,5862.77315169892,4153.75247497398,53.9685605818407
0.991556796794313,0.732335591575731,330165.843178595,0.866385741442045,5102.54072827087,3121.65277536853,53.9685605818407
0.962329047828352,0.956614123415193,294361.935181006,0.171873548236871,7209.91634214241,3121.65277536853,46.9715547636557
0.993033420555426,0.869952486543877,271539.970237506,0.244835488972196,6054.33867561375,2569.6039102583,65.2564090882159
0.993862120057507,0.992327141702042,243969.648323845,0.244835488972196,4839.58427703085,2626.60292191117,70.0929551659649
0.993862120057507,0.992327141702042,284499.572295395,0.000306780171431858,5323.6544449102,2823.10417456843,52.1462316640436
0.993862120057507,0.992327141702042,325871.999015713,0.444415931109689,5067.27203773884,3586.29726568051,76.4404916315397
0.945927015632186,0.994668635289393,375948.547779361,0.519623619505809,6595.2348863076,2856.16435534343,55.629798039137
0.971886683774003,0.994668635289393,375948.547779361,0.647882080563823,4465.36039690143,3393.97445228474,59.964838437876
0.99300898611309,0.994668635289393,409917.871598609,0.419376670728839,5277.11442362636,2900.61291314056,57.1293462041257
0.990593329060706,0.96039929249562,287238.188541861,0.439744087813832,6402.08425763224,2966.5919913217,57.1293462041257
0.990222296981654,0.989272424215512,292171.354794795,0.315086424487172,6402.08425763224,3274.56074923636,43.9624957501354
0.940022336000794,0.263348126416894,292171.354794795,0.471339200320171,6246.67858206237,3274.56074923636,53.9977039003959
0.982404752401718,0.0344429104656718,305372.476720862,0.896311098503224,6246.67858206237,3268.55570903389,53.9977039003959
0.982404752401718,0.0893693307761759,331010.734710175,0.469808173401076,7178.84675237271,3268.55570903389,42.4888460687776
0.99715441657665,0.185456752372998,331010.734710175,0.970390719049244,7178.84675237271,3112.27785270528,43.2953685833549
0.978837085431862,0.00750221262791602,331010.734710175,0.708892483194779,6971.43770250107,3141.92570142614,51.5432900945476
0.990892862642941,0.141909135697866,303146.990099277,0.996655932208818,6329.36236021056,3120.43837085187,50.7828522333185
0.990892862642941,0.164968297537074,326201.103535969,0.826072570867605,8838.62855274831,3475.44273812958,42.710617826994
0.986312916251993,0.204558544617016,326201.103535969,0.667061217995041,5540.78994361452,3068.89705380686,40.6625359686138
0.986312916251993,0.128508635837668,368839.709733976,0.326003113472759,5654.16654137015,3500.4645869339,50.5230476953279
0.986312916251993,0.106256209734059,368839.709733976,0.725335726376673,5654.16654137015,2733.25740818104,46.9792089154665
0.969793962751579,0.344236240872495,334354.106613892,0.30308240328133,6345.9900754098,2733.25740818104,46.9792089154665
0.992943030355127,0.309675335994706,363724.713463569,0.724808746945466,6345.9900754098,3709.40612301525,46.4001430818887
0.987348342626268,0.193392918947737,288401.093078983,0.792770873815904,7286.48434299816,3198.36305025394,42.6303180109154
0.991083296302137,0.0105798473320978,204307.174429794,0.280710875143935,6833.87092569476,3198.36305025394,44.3620894559783
0.962297193139456,0.0105798473320978,241587.332729947,0.258320707512681,6692.82787016745,3775.60261682372,48.3686770188071
0.966642730560217,0.0515534537070299,241587.332729947,0.258320707512681,5213.73931391329,3450.71731265712,48.3686770188071
