"PARAMETER","ESTIMATE","LOWER","UPPER"
"t_set_heating",23.0502407118016,22.811862218976,23.0744417941208
"window_opening_ach",0.0332220034591969,0.0262519209778742,0.138352830420194
"infl_rate_m3ph_m2",4.39078824442793,3.72506889669984,4.39760186717209
