experiment_id,engine,ecm,n_samples,saving_abs_mean,saving_abs_median,saving_abs_std,saving_abs_q05,saving_abs_q95,saving_rel_mean,saving_rel_median,saving_rel_std,saving_rel_q05,saving_rel_q95
rc_python_baseline_JUN15,python,ECM-1_setpoint_19C,10,1.2699435635492722,1.3450164081459057,0.23349744674617476,0.9265046730471445,1.5355838176179453,11.955959596030468,12.581578838372785,2.172414057154284,8.822819639226365,14.571175442512553
