statistic,cvrmse,nmbe
mean,30.835796260439082,0.5711152503428104
median,30.861571754720345,0.5760583211802095
std,0.3332932984990262,2.095807476513382
min,30.470166881747822,-3.679816955171596
max,31.573326550650116,3.080667247246556
