,sample_027,sample_037,sample_001,sample_038,sample_018,sample_007,sample_002,sample_012,sample_022,sample_026
2023-02-15,0.24104689895017942,0.24402355225446004,0.22888897438135172,0.2535273219428355,0.24981711773067156,0.23502526389177086,0.25682704891540936,0.25254323162133746,0.265455244555875,0.22743649356562387
2023-02-16,0.20839333401308371,0.21216369605561708,0.19669621097933834,0.22046673758664279,0.21646438649125221,0.20154745059935575,0.2250680577165799,0.21849794270346728,0.2320377661705576,0.19374914510161995
2023-02-17,0.14147613837941997,0.1460659051109513,0.1302295041994927,0.15315723606233034,0.14885629127347602,0.1337931382595671,0.15909728794771624,0.15020802054851465,0.16438800915415536,0.12577652183156543
2023-02-18,0.09330206943564995,0.06588632732512138,0.08848229216477282,0.09636734531020345,0.10802531210202304,0.12261229862552481,0.05223780074308174,0.12660411133399466,0.0984556032813822,0.1342070582762185
2023-02-19,0.18868920315068163,0.17315049848398517,0.18104450479055115,0.19539007686603924,0.20143001906475783,0.2053162807511817,0.16989379491042406,0.21484272457826423,0.20120275043047497,0.21017015582944293
2023-02-20,0.21482792147869423,0.23743563901194037,0.20241836949800443,0.22878311461135895,0.21617263245473067,0.18745116537971432,0.26339812047141653,0.20729963590216618,0.2426402775215027,0.1700487474473869
2023-02-21,0.14444802576979612,0.15070652085724867,0.13359363796476606,0.15583919176389893,0.15084363596710051,0.13499370339644826,0.16448143405376073,0.1510121864893348,0.16684262303326416,0.12631689398823076
2023-02-22,0.19873872304683682,0.2016095092579393,0.18652072872621248,0.21127562749534431,0.20761113334272255,0.1928426397999944,0.21439807825511284,0.21044997826395198,0.22325560901862146,0.18528958595934544
2023-02-23,0.2787932395576449,0.2794683913277667,0.26539315057847546,0.2923606045784719,0.28950636039185607,0.2751574983034545,0.29189300341108165,0.2941825521232223,0.3052359539553311,0.26820615204168896
2023-02-24,0.20059743439648736,0.2032149161297324,0.1882664245212577,0.21322827728266064,0.2096562288613616,0.19495341168655062,0.2159400435363247,0.21268243453749178,0.22528705661511522,0.1874736429562894
2023-02-25,0.15029326365402385,0.12128630943819191,0.144599472489533,0.154122335112784,0.16636540322995697,0.18202484449933784,0.10739008860179584,0.1872969969338613,0.15687517913669094,0.19532977666386542
2023-02-26,0.24849159362680961,0.2292421727794388,0.2389274991603534,0.25679935012872385,0.26427512760917077,0.2686689593996948,0.22538703060835547,0.2804004328881958,0.26412343639202396,0.27413636532915175
2023-02-27,0.436016338572953,0.44976744467844465,0.418686884869916,0.45433236360382995,0.4450854524242435,0.41807474487441676,0.4744024158503685,0.44425376227479463,0.47202526216086865,0.40324319774877465
2023-02-28,0.29132783287558506,0.29300690162570114,0.27795251809927335,0.30493413088103577,0.30164224616150376,0.2866338475597916,0.3060719852059655,0.30573168080469826,0.3178735307362143,0.2793815251068509
2023-03-01,0.2691986012291385,0.2706401908300609,0.25619587109240005,0.28242074312132714,0.2792807830262791,0.26477107229213254,0.28320603035303554,0.2833198939643464,0.2949965079703353,0.257573327295846
2023-03-02,0.25399622455083953,0.255809440441498,0.2412215160701605,0.26701654191505286,0.2637429006409088,0.24918684638054173,0.26841100902117254,0.26745710326268357,0.2794154986561028,0.241925617626605
2023-03-03,0.2964144418563003,0.29770120349311235,0.2833511251384058,0.30968802178590754,0.3066101123249396,0.2921518540431606,0.31022017964245524,0.31077434581802665,0.32230818745252293,0.285036720513412
2023-03-04,0.15140881091232522,0.12219670377793787,0.14546520584020675,0.15532375671609872,0.16907281467674148,0.1866964317091249,0.10833691331157903,0.19203041020890466,0.1580824363944452,0.2012354715734485
2023-03-05,0.25660305584408366,0.23795935008856955,0.24738066270686027,0.2646527863560944,0.2714046760931199,0.27515753884895794,0.23416586499970618,0.28656753898521314,0.2716701633481445,0.2802391222193036
2023-03-06,0.42684165592612916,0.4409025219629772,0.4097070873595029,0.44506006271306303,0.43577062749982176,0.4086958423096062,0.46555328773213855,0.4346341452501242,0.4627000240585844,0.3937634852309887
2023-03-07,0.3678580122440075,0.36569242887908837,0.35232869646538223,0.3832792975633459,0.3823371727771026,0.3700421786281872,0.378242691972907,0.39178806487983475,0.3977512831123118,0.36549032154282307
2023-03-08,0.3878350627176047,0.38182878273012555,0.37165296461341835,0.40369985195001923,0.40415860532252945,0.39334986203333167,0.39364325389289806,0.41574677442745384,0.418510878372109,0.38999349297548297
2023-03-09,0.40985930420049366,0.40744848522563004,0.394567898514605,0.4251216972368587,0.4243999847090425,0.41251321235554245,0.41937828211490963,0.4340699823588028,0.4394371745533736,0.40839118208863007
2023-03-10,0.2961941535317108,0.29570346577212564,0.28214858340133137,0.3103361134214258,0.30774313678623716,0.29327195711617154,0.30793528452794466,0.3131069226906382,0.32372764836424883,0.28649181774417487
