parameter,case,value,heating_eui,cooling_eui,total_hvac_eui,delta_heating_eui,delta_cooling_eui,delta_total_hvac_eui
baseline,baseline,,32.30301219186858,0.11099034620435189,32.414002538072936,0.0,0.0,0.0
_alpha,lower,4.5,32.16918892665169,0.10979646821397446,32.278985394865664,-0.1338232652168898,-0.0011938779903774288,-0.13501714320727132
_alpha,upper,5.5,32.41312306966631,0.11197840478427802,32.525101474450594,0.11011087779773021,0.0009880585799261349,0.11109893637765822
_beta,lower,0.315,32.91282249943164,0.08501753150263312,32.99784003093428,0.609810307563059,-0.025972814701718763,0.5838374928613419
_beta,upper,0.385,31.702060134819597,0.14624862080148493,31.848308755621083,-0.6009520570489855,0.035258274597133044,-0.5656937824518522
u_walls,lower,0.171,31.711517496686017,0.12192063221821313,31.83343812890423,-0.5914946951825648,0.010930286013861243,-0.580564409168705
u_walls,upper,0.209,32.894661118892174,0.10123674381435051,32.99589786270652,0.5916489270235914,-0.009753602390001379,0.5818953246335852
u_windows,lower,1.269,31.01518652585702,0.13680537885279864,31.151991904709817,-1.287825666011564,0.025815032648446756,-1.2620106333631185
u_windows,upper,1.551,33.59537742994785,0.09067202315518454,33.68604945310304,1.2923652380792703,-0.02031832304916735,1.2720469150301028
thermal_capacitance_per_floor_area,lower,100000.0,30.98335125553015,0.296090433946558,31.279441689476705,-1.3196609363384333,0.1851000877422061,-1.1345608485962302
thermal_capacitance_per_floor_area,upper,200000.0,32.68557372011968,0.0809568021211951,32.76653052224087,0.38256152825109524,-0.030033544083156782,0.35252798416793496
infl_rate_m3ph_m2,lower,2.7,29.172586686077267,0.1826639355169996,29.355250621594266,-3.1304255057913153,0.07167358931264772,-3.05875191647867
infl_rate_m3ph_m2,upper,3.3,35.47636497871371,0.06948918267561915,35.54585416138933,3.173352786845129,-0.04150116352873273,3.1318516233163933
gain_per_person,lower,90.0,33.98779668482148,0.07189973496497463,34.059696419786455,1.6847844929529003,-0.03909061123937725,1.6456938817135196
gain_per_person,upper,110.0,30.657703326994277,0.17177550424139482,30.829478831235672,-1.6453088648743055,0.06078515803704293,-1.5845237068372633
appliance_gains,lower,15.2,33.97212804137096,0.07216297626029342,34.04429101763125,1.6691158495023757,-0.03882736994405847,1.6302884795583168
appliance_gains,upper,16.8,30.6726341189423,0.17111009353992518,30.84374421248223,-1.6303780729262805,0.06011974733557329,-1.5702583255907072
max_occupancy,lower,688.5,33.480112279662926,0.07643705696176524,33.55654933662469,1.1771000877943436,-0.034553289242586646,1.1425467985517557
max_occupancy,upper,841.5,31.154454832699095,0.15974474693403257,31.314199579633126,-1.1485573591694873,0.04875440072968068,-1.0998029584398097
fresh_air_lps,lower,8.1,31.802034314630077,0.11862287292211267,31.92065718755219,-0.5009778772385047,0.007632526717760782,-0.4933453505207446
fresh_air_lps,upper,9.9,32.805040873957694,0.10410609322239532,32.90914696718009,0.5020286820891116,-0.006884252981956565,0.4951444291071567
atrium_ach,lower,1.8,29.980417140240768,0.16052089544847054,30.14093803568924,-2.3225950516278147,0.04953054924411865,-2.273064502383697
atrium_ach,upper,2.2,34.64843246909251,0.07768863827892124,34.72612110737143,2.34542027722393,-0.03330170792543065,2.312118569298498
window_opening_ach,lower,0.01,29.254800056859843,0.1803212936323013,29.435121350492143,-3.0482121350087397,0.0693309474279494,-2.978881187580793
window_opening_ach,upper,0.09,35.391943929556014,0.07022799158857962,35.462171921144595,3.0889317376874317,-0.04076235461577227,3.0481693830716594
unoccupied_ach_fraction,lower,0.0,32.30301219186858,0.11099034620435189,32.414002538072936,0.0,0.0,0.0
unoccupied_ach_fraction,upper,0.0,32.30301219186858,0.11099034620435189,32.414002538072936,0.0,0.0,0.0
occupancy_threshold_fraction,lower,0.09,32.30301219186858,0.11099034620435189,32.414002538072936,0.0,0.0,0.0
occupancy_threshold_fraction,upper,0.11,32.30301219186858,0.11099034620435189,32.414002538072936,0.0,0.0,0.0
t_set_heating,lower,18.9,22.980086982042224,0.1108497919672522,23.090936774009474,-9.322925209826359,-0.00014055423709968817,-9.323065764063461
t_set_heating,upper,23.1,44.07003948445903,0.1119216839119713,44.181961168371004,11.767027292590448,0.0009313377076194118,11.767958630298068
t_weekend_heating,lower,16.2,30.975259127878807,0.11099034620435189,31.08624947408316,-1.3277530639897748,0.0,-1.3277530639897748
t_weekend_heating,upper,19.8,34.816941477546266,0.110990346204353,34.92793182375062,2.5139292856776834,1.1102230246251565e-15,2.5139292856776834
t_setback_heating,lower,13.5,32.1731925761801,0.11099034620435189,32.28418292238445,-0.12981961568848277,0.0,-0.12981961568848277
t_setback_heating,upper,16.5,32.99310059156536,0.11099034620435189,33.10409093776971,0.6900883996967764,0.0,0.6900883996967764
t_set_cooling,lower,25.2,32.303436632948035,1.780675842956866,34.0841124759049,0.0004244410794527198,1.669685496752514,1.6701099378319668
t_set_cooling,upper,30.8,32.30294608822186,0.0,32.30294608822186,-6.610364672354763e-05,-0.11099034620435189,-0.11105644985107688
lighting_load,lower,0.0,32.30301219186858,0.11099034620435189,32.414002538072936,0.0,0.0,0.0
lighting_load,upper,0.0,32.30301219186858,0.11099034620435189,32.414002538072936,0.0,0.0,0.0
ventilation_efficiency,lower,0.675,33.81393919603544,0.09151817057939694,33.90545736661484,1.5109270041668594,-0.019472175624954943,1.4914548285419045
ventilation_efficiency,upper,0.825,30.802508769595647,0.1375233869115108,30.940032156507158,-1.500503422272935,0.026533040707158922,-1.4739703815657776
